"year","state","fips","sen_cont_alt","hs_cont_alt","sen_dem_prop_all","sen_rep_prop_all","hs_dem_prop_all","hs_rep_prop_all","govparty_c","government_cont","cont_text","cont_text_prev_yr","cont_flip","pop","pres_share_dem","pres_share_rep","pres_marg_rep","state_short","state_abbrev","bill_count","control","state_x","state_y"
1996,"Rhode Island",44,1,1,0.8,0.2,0.84,0.16,0,0.6666667,"split","split",FALSE,1020893,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
1997,"Rhode Island",44,1,1,0.82,0.18,0.84,0.16,0,0.6666667,"split","split",FALSE,1025353,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
1998,"Rhode Island",44,1,1,0.84,0.16,0.84,0.16,0,0.6666667,"split","split",FALSE,1031155,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
1999,"Rhode Island",44,1,1,0.84,0.16,0.86,0.13,0,0.6666667,"split","split",FALSE,1040402,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2000,"Rhode Island",44,1,1,0.84,0.16,0.85,0.12,0,0.6666667,"split","split",FALSE,1050268,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2001,"Rhode Island",44,1,1,0.88,0.12,0.84,0.16,0,0.6666667,"split","split",FALSE,1057142,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2002,"Rhode Island",44,1,1,0.86,0.14,0.87,0.13,0,0.6666667,"split","split",FALSE,1065995,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2003,"Rhode Island",44,1,1,0.8421053,0.1578947,0.84,0.1466667,0,0.6666667,"split","split",FALSE,1071342,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2004,"Rhode Island",44,1,1,0.8421053,0.1578947,0.84,0.1466667,0,0.6666667,"split","split",FALSE,1074579,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2005,"Rhode Island",44,1,1,0.8684211,0.131579,0.8,0.2,0,0.6666667,"split","split",FALSE,1067916,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2006,"Rhode Island",44,1,1,0.8684211,0.131579,0.8,0.2,0,0.6666667,"split","split",FALSE,1063096,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2007,"Rhode Island",44,1,1,0.8684211,0.131579,0.8266667,0.1733333,0,0.6666667,"split","split",FALSE,1057315,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2008,"Rhode Island",44,1,1,0.8684211,0.131579,0.8133333,0.1733333,0,0.6666667,"split","split",FALSE,1055003,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2009,"Rhode Island",44,1,1,0.8684211,0.1052632,0.92,0.08,0,0.6666667,"split","split",FALSE,1053646,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2010,"Rhode Island",44,1,1,0.8684211,0.1052632,0.92,0.08,0,0.6666667,"split","split",FALSE,1053994,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2011,"Rhode Island",44,1,1,0.7631579,0.2105263,0.8666667,0.1333333,0.5,0.8333333,"split","split",FALSE,1053829,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2012,"Rhode Island",44,1,1,0.763157894736842,0.210526315789474,0.866666666666667,0.133333333333333,0.5,0.833333333333333,"split","split",FALSE,1054893,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2013,"Rhode Island",44,1,1,0.842105263157895,0.131578947368421,0.92,0.08,0.5,0.833333333333333,"split","split",FALSE,1055560,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2014,"Rhode Island",44,1,1,0.842105263157895,0.131578947368421,0.92,0.08,1,1,"full_dem","split",TRUE,1056511,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2015,"Rhode Island",44,1,1,0.842105263157895,0.131578947368421,0.84,0.146666666666667,1,1,"full_dem","full_dem",FALSE,1056886,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2016,"Rhode Island",44,1,1,0.842105263157895,0.131578947368421,0.84,0.146666666666667,1,1,"full_dem","full_dem",FALSE,1057816,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2017,"Rhode Island",44,1,1,0.868421052631579,0.131578947368421,0.853333333333333,0.133333333333333,1,1,"full_dem","full_dem",FALSE,1056554,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2018,"Rhode Island",44,1,1,0.868421052631579,0.131578947368421,0.853333333333333,0.146666666666667,1,1,"full_dem","full_dem",FALSE,1059338,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2019,"Rhode Island",44,1,1,0.868421052631579,0.131578947368421,0.88,0.12,1,1,"full_dem","full_dem",FALSE,1058158,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2020,"Rhode Island",44,1,1,0.868421052631579,0.131578947368421,0.88,0.12,1,1,"full_dem","full_dem",FALSE,1057125,NA,NA,NA,"R.I.","RI",NA,NA,0.917,0.29
2021,"Rhode Island",44,1,1,0.868421052631579,0.131578947368421,0.866666666666667,0.133333333333333,1,1,"full_dem","full_dem",FALSE,1057125,0.594761987659336,0.386703804715759,-0.208058182943577,"R.I.","RI",NA,NA,0.917,0.29
1977,"South Carolina",45,1,1,0.9347826,0.0652174,0.9032258,0.0967742,0,0.6666667,"split",NA,NA,2988979,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1978,"South Carolina",45,1,1,0.9347826,0.0652174,0.8951613,0.1048387,0,0.6666667,"split","split",FALSE,3041068,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1979,"South Carolina",45,1,1,0.9347826,0.0434783,0.8709677,0.1290323,1,1,"full_dem","split",TRUE,3086885,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1980,"South Carolina",45,1,1,0.9347826,0.0652174,0.8629032,0.1290323,1,1,"full_dem","full_dem",FALSE,3134502,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1981,"South Carolina",45,1,1,0.8913044,0.1086956,0.8629032,0.1370968,1,1,"full_dem","full_dem",FALSE,3179255,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1982,"South Carolina",45,1,1,0.8913044,0.1086956,0.8548387,0.1451613,1,1,"full_dem","full_dem",FALSE,3207611,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1983,"South Carolina",45,1,1,0.8695652,0.1304348,0.8387097,0.1612903,1,1,"full_dem","full_dem",FALSE,3234068,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1984,"South Carolina",45,1,1,0.8695652,0.1304348,0.8306451,0.1693548,1,1,"full_dem","full_dem",FALSE,3271864,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1985,"South Carolina",45,1,1,0.7826087,0.2173913,0.7822581,0.2177419,1,1,"full_dem","full_dem",FALSE,3303211,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1986,"South Carolina",45,1,1,0.7826087,0.2173913,0.766129,0.233871,1,1,"full_dem","full_dem",FALSE,3342759,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1987,"South Carolina",45,1,1,0.7391304,0.1956522,0.7419355,0.2580645,0,0.6666667,"split","full_dem",TRUE,3380507,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1988,"South Carolina",45,1,1,0.7391304,0.2608696,0.7258065,0.266129,0,0.6666667,"split","split",FALSE,3412097,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1989,"South Carolina",45,1,1,0.7608696,0.2391304,0.7016129,0.2983871,0,0.6666667,"split","split",FALSE,3456777,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1990,"South Carolina",45,1,1,0.7608696,0.2391304,0.6612903,0.3387097,0,0.6666667,"split","split",FALSE,3501155,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1991,"South Carolina",45,1,1,0.7391304,0.2391304,0.6370968,0.3387097,0,0.6666667,"split","split",FALSE,3570404,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1992,"South Carolina",45,1,1,0.7391304,0.2608696,0.6209677,0.3387097,0,0.6666667,"split","split",FALSE,3620464,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1993,"South Carolina",45,1,1,0.6521739,0.3478261,0.5887097,0.4032258,0,0.6666667,"split","split",FALSE,3663314,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1994,"South Carolina",45,1,1,0.6521739,0.3478261,0.5725806,0.4193548,0,0.6666667,"split","split",FALSE,3705397,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1995,"South Carolina",45,1,0,0.5869565,0.3913043,0.4596774,0.5080645,0,0.3333333,"split","split",FALSE,3748582,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1996,"South Carolina",45,1,0,0.5434783,0.4347826,0.4354839,0.5241935,0,0.3333333,"split","split",FALSE,3796200,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1997,"South Carolina",45,1,0,0.5652174,0.4347826,0.4274194,0.5645161,0,0.3333333,"split","split",FALSE,3859696,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1998,"South Carolina",45,1,0,0.5434783,0.4565217,0.4193548,0.5725806,0,0.3333333,"split","split",FALSE,3919235,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
1999,"South Carolina",45,1,0,0.5217391,0.4565217,0.4516129,0.5483871,1,0.6666667,"split","split",FALSE,3974682,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2000,"South Carolina",45,1,0,0.5217391,0.4782609,0.4596774,0.5403226,1,0.6666667,"split","split",FALSE,4024223,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2001,"South Carolina",45,0,0,0.4782609,0.5217391,0.4354839,0.5645161,1,0.3333333,"split","split",FALSE,4064995,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2002,"South Carolina",45,0,0,0.4565217,0.5434783,0.4274194,0.5725806,1,0.3333333,"split","split",FALSE,4107795,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2003,"South Carolina",45,0,0,0.4565217,0.5217391,0.4112903,0.5887097,0,0,"full_rep","split",TRUE,4150297,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2004,"South Carolina",45,0,0,0.4347826,0.5434783,0.4112903,0.5887097,0,0,"full_rep","full_rep",FALSE,4210921,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2005,"South Carolina",45,0,0,0.4347826,0.5652174,0.4032258,0.5967742,0,0,"full_rep","full_rep",FALSE,4270150,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2006,"South Carolina",45,0,0,0.4347826,0.5652174,0.3951613,0.5967742,0,0,"full_rep","full_rep",FALSE,4357847,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2007,"South Carolina",45,0,0,0.4347826,0.5652174,0.4112903,0.5887097,0,0,"full_rep","full_rep",FALSE,4444110,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2008,"South Carolina",45,0,0,0.4130435,0.5869565,0.4112903,0.5887097,0,0,"full_rep","full_rep",FALSE,4528996,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2009,"South Carolina",45,0,0,0.4130435,0.5869565,0.4274194,0.5725806,0,0,"full_rep","full_rep",FALSE,4589872,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2010,"South Carolina",45,0,0,0.4130435,0.5869565,0.4274194,0.5725806,0,0,"full_rep","full_rep",FALSE,4635846,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2011,"South Carolina",45,0,0,0.4130435,0.5869565,0.3870968,0.6048387,0,0,"full_rep","full_rep",FALSE,4672655,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2012,"South Carolina",45,0,0,0.41304347826087,0.58695652173913,0.387096774193548,0.604838709677419,0,0,"full_rep","full_rep",FALSE,4719027,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2013,"South Carolina",45,0,0,0.391304347826087,0.608695652173913,0.370967741935484,0.588709677419355,0,0,"full_rep","full_rep",FALSE,4766469,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2014,"South Carolina",45,0,0,0.391304347826087,0.608695652173913,0.370967741935484,0.629032258064516,0,0,"full_rep","full_rep",FALSE,4826858,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2015,"South Carolina",45,0,0,0.391304347826087,0.608695652173913,0.370967741935484,0.629032258064516,0,0,"full_rep","full_rep",FALSE,4896006,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2016,"South Carolina",45,0,0,0.369565217391304,0.608695652173913,0.370967741935484,0.629032258064516,0,0,"full_rep","full_rep",FALSE,4963031,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2017,"South Carolina",45,0,0,0.391304347826087,0.608695652173913,0.354838709677419,0.645161290322581,0,0,"full_rep","full_rep",FALSE,5027102,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2018,"South Carolina",45,0,0,0.391304347826087,0.608695652173913,0.354838709677419,0.620967741935484,0,0,"full_rep","full_rep",FALSE,5091702,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2019,"South Carolina",45,0,0,0.41304347826087,0.58695652173913,0.354838709677419,0.645161290322581,0,0,"full_rep","full_rep",FALSE,5157702,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2020,"South Carolina",45,0,0,0.41304347826087,0.58695652173913,0.354838709677419,0.645161290322581,0,0,"full_rep","full_rep",FALSE,5218040,NA,NA,NA,"S.C.","SC",1,0,0.79,0.62
2021,"South Carolina",45,0,0,0.347826086956522,0.652173913043478,0.346774193548387,0.653225806451613,0,0,"full_rep","full_rep",FALSE,5218040,0.434168384978139,0.550934809171965,0.116766424193826,"S.C.","SC",1,0,0.79,0.62
1977,"South Dakota",46,0,0,0.3142857,0.6857143,0.3142857,0.6857143,1,0.3333333,"split",NA,NA,688992,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1978,"South Dakota",46,0,0,0.3428572,0.6571429,0.3142857,0.6857143,1,0.3333333,"split","split",FALSE,689293,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1979,"South Dakota",46,0,0,0.3142857,0.6857143,0.3142857,0.6857143,0,0,"full_rep","split",TRUE,689018,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1980,"South Dakota",46,0,0,0.3142857,0.6857143,0.3142857,0.6857143,0,0,"full_rep","full_rep",FALSE,690851,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1981,"South Dakota",46,0,0,0.2857143,0.7142857,0.3,0.7,0,0,"full_rep","full_rep",FALSE,689584,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1982,"South Dakota",46,0,0,0.2857143,0.7142857,0.3,0.7,0,0,"full_rep","full_rep",FALSE,690597,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1983,"South Dakota",46,0,0,0.2571429,0.7428572,0.2285714,0.7714286,0,0,"full_rep","full_rep",FALSE,693009,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1984,"South Dakota",46,0,0,0.2571429,0.7428572,0.2285714,0.7714286,0,0,"full_rep","full_rep",FALSE,697250,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1985,"South Dakota",46,0,0,0.2857143,0.7142857,0.1857143,0.8142857,0,0,"full_rep","full_rep",FALSE,698404,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1986,"South Dakota",46,0,0,0.2857143,0.7142857,0.1857143,0.8142857,0,0,"full_rep","full_rep",FALSE,696036,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1987,"South Dakota",46,0,0,0.3142857,0.6857143,0.3142857,0.6857143,0,0,"full_rep","full_rep",FALSE,696034,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1988,"South Dakota",46,0,0,0.3142857,0.6857143,0.3142857,0.6857143,0,0,"full_rep","full_rep",FALSE,698160,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1989,"South Dakota",46,0,0,0.4285714,0.5714286,0.3428572,0.6571429,0,0,"full_rep","full_rep",FALSE,696698,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1990,"South Dakota",46,0,0,0.4285714,0.5714286,0.3428572,0.6571429,0,0,"full_rep","full_rep",FALSE,697101,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1991,"South Dakota",46,0,0,0.4857143,0.5142857,0.3428572,0.6571429,0,0,"full_rep","full_rep",FALSE,703669,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1992,"South Dakota",46,0,0,0.4857143,0.5142857,0.3571429,0.6428571,0,0,"full_rep","full_rep",FALSE,712801,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1993,"South Dakota",46,1,0,0.5714286,0.4285714,0.4142857,0.5857143,0,0.3333333,"split","full_rep",TRUE,722159,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1994,"South Dakota",46,1,0,0.5714286,0.4285714,0.4,0.6,0,0.3333333,"split","split",FALSE,730790,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1995,"South Dakota",46,0,0,0.4571429,0.5428572,0.3428572,0.6428571,0,0,"full_rep","split",TRUE,737925,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1996,"South Dakota",46,0,0,0.4571429,0.5428572,0.3428572,0.6571429,0,0,"full_rep","full_rep",FALSE,742213,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1997,"South Dakota",46,0,0,0.3714286,0.6285715,0.3,0.7,0,0,"full_rep","full_rep",FALSE,744223,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1998,"South Dakota",46,0,0,0.3714286,0.6285715,0.3142857,0.6857143,0,0,"full_rep","full_rep",FALSE,746058,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
1999,"South Dakota",46,0,0,0.3714286,0.6285715,0.2714286,0.7285714,0,0,"full_rep","full_rep",FALSE,750412,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2000,"South Dakota",46,0,0,0.3714286,0.6285715,0.2714286,0.7285714,0,0,"full_rep","full_rep",FALSE,755844,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2001,"South Dakota",46,0,0,0.3142857,0.6857143,0.2857143,0.7142857,0,0,"full_rep","full_rep",FALSE,757972,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2002,"South Dakota",46,0,0,0.3142857,0.6857143,0.2857143,0.7142857,0,0,"full_rep","full_rep",FALSE,760020,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2003,"South Dakota",46,0,0,0.2571429,0.7428572,0.3,0.7,0,0,"full_rep","full_rep",FALSE,763729,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2004,"South Dakota",46,0,0,0.2571429,0.7428572,0.3,0.7,0,0,"full_rep","full_rep",FALSE,770396,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2005,"South Dakota",46,0,0,0.2857143,0.7142857,0.2714286,0.7285714,0,0,"full_rep","full_rep",FALSE,775493,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2006,"South Dakota",46,0,0,0.2857143,0.7142857,0.2714286,0.7285714,0,0,"full_rep","full_rep",FALSE,783033,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2007,"South Dakota",46,0,0,0.4285714,0.5714286,0.2857143,0.7142857,0,0,"full_rep","full_rep",FALSE,791623,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2008,"South Dakota",46,0,0,0.4285714,0.5714286,0.2857143,0.7142857,0,0,"full_rep","full_rep",FALSE,799124,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2009,"South Dakota",46,0,0,0.4,0.6,0.3428572,0.6571429,0,0,"full_rep","full_rep",FALSE,807067,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2010,"South Dakota",46,0,0,0.4,0.6,0.3428572,0.6571429,0,0,"full_rep","full_rep",FALSE,816193,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2011,"South Dakota",46,0,0,0.1714286,0.8285714,0.2714286,0.7142857,0,0,"full_rep","full_rep",FALSE,823740,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2012,"South Dakota",46,0,0,0.142857142857143,0.857142857142857,0.271428571428571,0.714285714285714,0,0,"full_rep","full_rep",FALSE,833859,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2013,"South Dakota",46,0,0,0.2,0.8,0.242857142857143,0.757142857142857,0,0,"full_rep","full_rep",FALSE,842751,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2014,"South Dakota",46,0,0,0.2,0.8,0.242857142857143,0.757142857142857,0,0,"full_rep","full_rep",FALSE,849670,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2015,"South Dakota",46,0,0,0.228571428571429,0.771428571428571,0.171428571428571,0.828571428571429,0,0,"full_rep","full_rep",FALSE,854663,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2016,"South Dakota",46,0,0,0.228571428571429,0.771428571428571,0.171428571428571,0.828571428571429,0,0,"full_rep","full_rep",FALSE,863693,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2017,"South Dakota",46,0,0,0.171428571428571,0.828571428571429,0.142857142857143,0.857142857142857,0,0,"full_rep","full_rep",FALSE,873732,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2018,"South Dakota",46,0,0,0.171428571428571,0.828571428571429,0.142857142857143,0.857142857142857,0,0,"full_rep","full_rep",FALSE,879386,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2019,"South Dakota",46,0,0,0.142857142857143,0.857142857142857,0.157142857142857,0.842857142857143,0,0,"full_rep","full_rep",FALSE,887127,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2020,"South Dakota",46,0,0,0.142857142857143,0.857142857142857,0.157142857142857,0.842857142857143,0,0,"full_rep","full_rep",FALSE,892717,NA,NA,NA,"S.D.","SD",1,0,0.43,0.265
2021,"South Dakota",46,0,0,0.0857142857142857,0.914285714285714,0.114285714285714,0.885714285714286,0,0,"full_rep","full_rep",FALSE,892717,0.356052521361353,0.617693896722502,0.26164137536115,"S.D.","SD",1,0,0.43,0.265
1977,"Tennessee",47,1,1,0.6969697,0.2727273,0.6666667,0.3232323,1,1,"full_dem",NA,NA,4401939,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1978,"Tennessee",47,1,1,0.6969697,0.2727273,0.6666667,0.3232323,1,1,"full_dem","full_dem",FALSE,4461639,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1979,"Tennessee",47,1,1,0.6060606,0.3636364,0.6060606,0.3838384,0,0.6666667,"split","full_dem",TRUE,4533297,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1980,"Tennessee",47,1,1,0.6060606,0.3636364,0.6060606,0.3838384,0,0.6666667,"split","split",FALSE,4600252,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1981,"Tennessee",47,1,1,0.6060606,0.3636364,0.5858586,0.3939394,0,0.6666667,"split","split",FALSE,4627662,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1982,"Tennessee",47,1,1,0.6060606,0.3636364,0.5757576,0.3939394,0,0.6666667,"split","split",FALSE,4646043,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1983,"Tennessee",47,1,1,0.6363636,0.3333333,0.6060606,0.3838384,0,0.6666667,"split","split",FALSE,4659757,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1984,"Tennessee",47,1,1,0.6666667,0.3333333,0.6060606,0.3737374,0,0.6666667,"split","split",FALSE,4686743,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1985,"Tennessee",47,1,1,0.6969697,0.3030303,0.6262626,0.3737374,0,0.6666667,"split","split",FALSE,4715292,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1986,"Tennessee",47,1,1,0.6969697,0.3030303,0.6262626,0.3737374,0,0.6666667,"split","split",FALSE,4738708,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1987,"Tennessee",47,1,1,0.6969697,0.3030303,0.6161616,0.3838384,1,1,"full_dem","split",TRUE,4782939,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1988,"Tennessee",47,1,1,0.6969697,0.3030303,0.6161616,0.3838384,1,1,"full_dem","full_dem",FALSE,4822438,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1989,"Tennessee",47,1,1,0.6666667,0.3333333,0.5959596,0.4040404,1,1,"full_dem","full_dem",FALSE,4854432,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1990,"Tennessee",47,1,1,0.6666667,0.3333333,0.5959596,0.4040404,1,1,"full_dem","full_dem",FALSE,4894492,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1991,"Tennessee",47,1,1,0.6060606,0.3939394,0.5757576,0.4242424,1,1,"full_dem","full_dem",FALSE,4966587,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1992,"Tennessee",47,1,1,0.6060606,0.3939394,0.5757576,0.4242424,1,1,"full_dem","full_dem",FALSE,5049742,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1993,"Tennessee",47,1,1,0.5757576,0.4242424,0.6363636,0.3636364,1,1,"full_dem","full_dem",FALSE,5137584,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1994,"Tennessee",47,1,1,0.5757576,0.4242424,0.6363636,0.3636364,1,1,"full_dem","full_dem",FALSE,5231438,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1995,"Tennessee",47,1,1,0.5454546,0.4545455,0.5959596,0.4040404,0,0.6666667,"split","full_dem",TRUE,5326936,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1996,"Tennessee",47,1,1,0.4848485,0.5151515,0.5959596,0.4040404,0,0.6666667,"split","split",FALSE,5416643,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1997,"Tennessee",47,1,1,0.5454546,0.4545455,0.6161616,0.3838384,0,0.6666667,"split","split",FALSE,5499233,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1998,"Tennessee",47,1,1,0.5454546,0.4545455,0.6161616,0.3838384,0,0.6666667,"split","split",FALSE,5570045,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
1999,"Tennessee",47,1,1,0.5454546,0.4545455,0.5959596,0.4040404,0,0.6666667,"split","split",FALSE,5638706,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
2000,"Tennessee",47,1,1,0.5454546,0.4545455,0.6161616,0.3838384,0,0.6666667,"split","split",FALSE,5703719,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
2001,"Tennessee",47,1,1,0.5454546,0.4545455,0.5858586,0.4141414,0,0.6666667,"split","split",FALSE,5750789,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
2002,"Tennessee",47,1,1,0.5454546,0.4545455,0.5757576,0.4141414,0,0.6666667,"split","split",FALSE,5795918,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
2003,"Tennessee",47,1,1,0.5454546,0.4545455,0.5454546,0.4545455,1,1,"full_dem","split",TRUE,5847812,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
2004,"Tennessee",47,1,1,0.5454546,0.4545455,0.5454546,0.4545455,1,1,"full_dem","full_dem",FALSE,5910809,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
2005,"Tennessee",47,0,1,0.4848485,0.5151515,0.5353535,0.4646465,1,0.6666667,"split","full_dem",TRUE,5991057,NA,NA,NA,"Tenn.","TN",NA,NA,0.68,0.575
