"year","state","fips","sen_cont_alt","hs_cont_alt","sen_dem_prop_all","sen_rep_prop_all","hs_dem_prop_all","hs_rep_prop_all","govparty_c","government_cont","cont_text","cont_text_prev_yr","cont_flip","pop","pres_share_dem","pres_share_rep","pres_marg_rep","state_short","state_abbrev","bill_count","control","state_x","state_y"
1983,"Indiana",18,0,0,0.36,0.64,0.43,0.57,0,0,"full_rep","full_rep",FALSE,5450396,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1984,"Indiana",18,0,0,0.36,0.64,0.43,0.57,0,0,"full_rep","full_rep",FALSE,5458322,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1985,"Indiana",18,0,0,0.4,0.6,0.39,0.61,0,0,"full_rep","full_rep",FALSE,5459214,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1986,"Indiana",18,0,0,0.4,0.6,0.39,0.61,0,0,"full_rep","full_rep",FALSE,5454103,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1987,"Indiana",18,0,0,0.4,0.6,0.48,0.52,0,0,"full_rep","full_rep",FALSE,5473023,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1988,"Indiana",18,0,0,0.4,0.6,0.48,0.52,0,0,"full_rep","full_rep",FALSE,5491733,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1989,"Indiana",18,0,0.5,0.48,0.52,0.5,0.5,1,0.5,"split","full_rep",TRUE,5523679,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1990,"Indiana",18,0,0,0.48,0.52,0.49,0.51,1,0.3333333,"split","split",FALSE,5557798,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1991,"Indiana",18,0,1,0.48,0.52,0.52,0.48,1,0.6666667,"split","split",FALSE,5616388,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1992,"Indiana",18,0,1,0.48,0.52,0.52,0.48,1,0.6666667,"split","split",FALSE,5674547,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1993,"Indiana",18,0,1,0.44,0.56,0.55,0.45,1,0.6666667,"split","split",FALSE,5739019,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1994,"Indiana",18,0,1,0.44,0.56,0.55,0.45,1,0.6666667,"split","split",FALSE,5793526,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1995,"Indiana",18,0,0,0.38,0.62,0.43,0.57,1,0.3333333,"split","split",FALSE,5851459,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1996,"Indiana",18,0,0,0.38,0.62,0.43,0.57,1,0.3333333,"split","split",FALSE,5906013,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1997,"Indiana",18,0,1,0.38,0.62,0.5,0.5,1,0.6666667,"split","split",FALSE,5955267,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1998,"Indiana",18,0,1,0.38,0.62,0.5,0.5,1,0.6666667,"split","split",FALSE,5998880,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
1999,"Indiana",18,0,1,0.38,0.62,0.53,0.47,1,0.6666667,"split","split",FALSE,6044969,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2000,"Indiana",18,0,1,0.38,0.62,0.53,0.47,1,0.6666667,"split","split",FALSE,6091866,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2001,"Indiana",18,0,1,0.36,0.64,0.53,0.47,1,0.6666667,"split","split",FALSE,6127760,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2002,"Indiana",18,0,1,0.36,0.64,0.52,0.46,1,0.6666667,"split","split",FALSE,6155967,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2003,"Indiana",18,0,1,0.36,0.64,0.51,0.49,1,0.6666667,"split","split",FALSE,6196638,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2004,"Indiana",18,0,1,0.36,0.64,0.51,0.49,1,0.6666667,"split","split",FALSE,6233007,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2005,"Indiana",18,0,0,0.34,0.66,0.48,0.52,0,0,"full_rep","split",TRUE,6278616,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2006,"Indiana",18,0,0,0.34,0.66,0.48,0.52,0,0,"full_rep","full_rep",FALSE,6332669,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2007,"Indiana",18,0,1,0.34,0.66,0.51,0.49,0,0.3333333,"split","full_rep",TRUE,6379599,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2008,"Indiana",18,0,1,0.34,0.66,0.51,0.49,0,0.3333333,"split","split",FALSE,6424806,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2009,"Indiana",18,0,1,0.34,0.66,0.52,0.48,0,0.3333333,"split","split",FALSE,6459325,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2010,"Indiana",18,0,1,0.34,0.66,0.52,0.48,0,0.3333333,"split","split",FALSE,6490555,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2011,"Indiana",18,0,0,0.26,0.74,0.4,0.6,0,0,"full_rep","split",TRUE,6517250,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2012,"Indiana",18,0,0,0.26,0.74,0.4,0.6,0,0,"full_rep","full_rep",FALSE,6538989,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2013,"Indiana",18,0,0,0.26,0.74,0.31,0.69,0,0,"full_rep","full_rep",FALSE,6570575,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2014,"Indiana",18,0,0,0.26,0.74,0.31,0.69,0,0,"full_rep","full_rep",FALSE,6596019,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2015,"Indiana",18,0,0,0.2,0.8,0.3,0.7,0,0,"full_rep","full_rep",FALSE,6611442,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2016,"Indiana",18,0,0,0.2,0.8,0.3,0.7,0,0,"full_rep","full_rep",FALSE,6637898,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2017,"Indiana",18,0,0,0.18,0.82,0.3,0.7,0,0,"full_rep","full_rep",FALSE,6662068,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2018,"Indiana",18,0,0,0.18,0.8,0.3,0.7,0,0,"full_rep","full_rep",FALSE,6698481,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2019,"Indiana",18,0,0,0.2,0.8,0.33,0.67,0,0,"full_rep","full_rep",FALSE,6731010,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2020,"Indiana",18,0,0,0.2,0.8,0.33,0.67,0,0,"full_rep","full_rep",FALSE,6754953,NA,NA,NA,"Ind.","IN",2,0,0.675,0.42
2021,"Indiana",18,0,0,0.22,0.78,0.29,0.71,0,0,"full_rep","full_rep",FALSE,6754953,0.409616770597121,0.570211577657051,0.16059480705993,"Ind.","IN",2,0,0.675,0.42
1977,"Iowa",19,1,1,0.52,0.48,0.59,0.41,0,0.6666667,"split",NA,NA,2914308,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1978,"Iowa",19,1,1,0.52,0.48,0.59,0.41,0,0.6666667,"split","split",FALSE,2919008,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1979,"Iowa",19,0,0,0.44,0.56,0.44,0.56,0,0,"full_rep","split",TRUE,2916803,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1980,"Iowa",19,0,0,0.42,0.58,0.44,0.56,0,0,"full_rep","full_rep",FALSE,2914018,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1981,"Iowa",19,0,0,0.42,0.58,0.42,0.58,0,0,"full_rep","full_rep",FALSE,2907985,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1982,"Iowa",19,0,0,0.42,0.58,0.42,0.58,0,0,"full_rep","full_rep",FALSE,2888190,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1983,"Iowa",19,1,1,0.56,0.44,0.6,0.4,0,0.6666667,"split","full_rep",TRUE,2870547,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1984,"Iowa",19,1,1,0.56,0.44,0.6,0.4,0,0.6666667,"split","split",FALSE,2858615,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1985,"Iowa",19,1,1,0.58,0.42,0.6,0.4,0,0.6666667,"split","split",FALSE,2829684,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1986,"Iowa",19,1,1,0.58,0.42,0.6,0.4,0,0.6666667,"split","split",FALSE,2791969,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1987,"Iowa",19,1,1,0.6,0.4,0.58,0.42,0,0.6666667,"split","split",FALSE,2767006,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1988,"Iowa",19,1,1,0.6,0.4,0.58,0.42,0,0.6666667,"split","split",FALSE,2768393,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1989,"Iowa",19,1,1,0.6,0.4,0.61,0.39,0,0.6666667,"split","split",FALSE,2770590,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1990,"Iowa",19,1,1,0.6,0.4,0.61,0.39,0,0.6666667,"split","split",FALSE,2781018,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1991,"Iowa",19,1,1,0.56,0.44,0.55,0.45,0,0.6666667,"split","split",FALSE,2797613,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1992,"Iowa",19,1,1,0.58,0.42,0.55,0.45,0,0.6666667,"split","split",FALSE,2818401,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1993,"Iowa",19,1,0,0.54,0.46,0.49,0.51,0,0.3333333,"split","split",FALSE,2836972,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1994,"Iowa",19,1,0,0.54,0.46,0.49,0.51,0,0.3333333,"split","split",FALSE,2850746,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1995,"Iowa",19,1,0,0.54,0.46,0.36,0.64,0,0.3333333,"split","split",FALSE,2867373,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1996,"Iowa",19,1,0,0.54,0.46,0.36,0.64,0,0.3333333,"split","split",FALSE,2880000,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1997,"Iowa",19,0,0,0.42,0.58,0.46,0.54,0,0,"full_rep","split",TRUE,2891119,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1998,"Iowa",19,0,0,0.44,0.56,0.46,0.54,0,0,"full_rep","full_rep",FALSE,2902872,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
1999,"Iowa",19,0,0,0.4,0.6,0.44,0.56,1,0.3333333,"split","full_rep",TRUE,2917634,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2000,"Iowa",19,0,0,0.4,0.6,0.44,0.56,1,0.3333333,"split","split",FALSE,2929067,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2001,"Iowa",19,0,0,0.4,0.6,0.44,0.56,1,0.3333333,"split","split",FALSE,2931997,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2002,"Iowa",19,0,0,0.4,0.6,0.44,0.56,1,0.3333333,"split","split",FALSE,2934234,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2003,"Iowa",19,0,0,0.42,0.58,0.46,0.54,1,0.3333333,"split","split",FALSE,2941999,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2004,"Iowa",19,0,0,0.42,0.58,0.47,0.53,1,0.3333333,"split","split",FALSE,2953635,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2005,"Iowa",19,0.5,0,0.5,0.5,0.49,0.51,1,0.5,"split","split",FALSE,2964454,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2006,"Iowa",19,0.5,0,0.5,0.5,0.49,0.51,1,0.5,"split","split",FALSE,2982644,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2007,"Iowa",19,1,1,0.6,0.4,0.54,0.46,1,1,"full_dem","split",TRUE,2999212,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2008,"Iowa",19,1,1,0.6,0.4,0.53,0.47,1,1,"full_dem","full_dem",FALSE,3016734,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2009,"Iowa",19,1,1,0.64,0.36,0.56,0.44,1,1,"full_dem","full_dem",FALSE,3032870,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2010,"Iowa",19,1,1,0.64,0.36,0.56,0.44,1,1,"full_dem","full_dem",FALSE,3050819,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2011,"Iowa",19,1,0,0.52,0.48,0.4,0.6,0,0.3333333,"split","full_dem",TRUE,3066772,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2012,"Iowa",19,1,0,0.52,0.48,0.4,0.6,0,0.333333333333333,"split","split",FALSE,3076844,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2013,"Iowa",19,1,0,0.52,0.46,0.47,0.53,0,0.333333333333333,"split","split",FALSE,3093935,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2014,"Iowa",19,1,0,0.52,0.48,0.47,0.53,0,0.333333333333333,"split","split",FALSE,3110643,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2015,"Iowa",19,1,0,0.52,0.48,0.43,0.57,0,0.333333333333333,"split","split",FALSE,3122541,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2016,"Iowa",19,1,0,0.52,0.48,0.43,0.57,0,0.333333333333333,"split","split",FALSE,3133210,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2017,"Iowa",19,0,0,0.4,0.58,0.41,0.59,0,0,"full_rep","split",TRUE,3143734,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2018,"Iowa",19,0,0,0.4,0.58,0.41,0.59,0,0,"full_rep","full_rep",FALSE,3149900,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2019,"Iowa",19,0,0,0.36,0.64,0.46,0.54,0,0,"full_rep","full_rep",FALSE,3159596,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2020,"Iowa",19,0,0,0.36,0.64,0.47,0.53,0,0,"full_rep","full_rep",FALSE,3163561,NA,NA,NA,"Iowa","IA",2,0,0.54,0.35
2021,"Iowa",19,0,0,0.36,0.64,0.41,0.59,0,0,"full_rep","full_rep",FALSE,3163561,0.446472328586637,0.528001976319458,0.0815296477328204,"Iowa","IA",2,0,0.54,0.35
1977,"Kansas",20,0,1,0.475,0.525,0.52,0.48,0,0.3333333,"split",NA,NA,2317836,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1978,"Kansas",20,0,1,0.475,0.525,0.52,0.48,0,0.3333333,"split","split",FALSE,2332815,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1979,"Kansas",20,0,0,0.475,0.525,0.448,0.552,1,0.3333333,"split","split",FALSE,2347370,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1980,"Kansas",20,0,0,0.475,0.525,0.448,0.552,1,0.3333333,"split","split",FALSE,2369039,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1981,"Kansas",20,0,0,0.4,0.6,0.424,0.576,1,0.3333333,"split","split",FALSE,2384853,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1982,"Kansas",20,0,0,0.4,0.6,0.424,0.576,1,0.3333333,"split","split",FALSE,2401207,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1983,"Kansas",20,0,0,0.4,0.6,0.424,0.576,1,0.3333333,"split","split",FALSE,2415529,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1984,"Kansas",20,0,0,0.4,0.6,0.424,0.576,1,0.3333333,"split","split",FALSE,2424088,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1985,"Kansas",20,0,0,0.4,0.6,0.392,0.608,1,0.3333333,"split","split",FALSE,2427401,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1986,"Kansas",20,0,0,0.4,0.6,0.392,0.608,1,0.3333333,"split","split",FALSE,2432614,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1987,"Kansas",20,0,0,0.4,0.6,0.408,0.592,0,0,"full_rep","split",TRUE,2445367,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1988,"Kansas",20,0,0,0.4,0.6,0.408,0.592,0,0,"full_rep","full_rep",FALSE,2461995,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1989,"Kansas",20,0,0,0.45,0.55,0.464,0.536,0,0,"full_rep","full_rep",FALSE,2472838,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1990,"Kansas",20,0,0,0.45,0.55,0.464,0.536,0,0,"full_rep","full_rep",FALSE,2481349,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1991,"Kansas",20,0,1,0.45,0.55,0.504,0.496,1,0.6666667,"split","full_rep",TRUE,2498722,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1992,"Kansas",20,0,1,0.45,0.55,0.504,0.496,1,0.6666667,"split","split",FALSE,2532394,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1993,"Kansas",20,0,0,0.325,0.675,0.472,0.528,1,0.3333333,"split","split",FALSE,2556547,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1994,"Kansas",20,0,0,0.325,0.675,0.472,0.528,1,0.3333333,"split","split",FALSE,2580513,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1995,"Kansas",20,0,0,0.325,0.675,0.36,0.64,0,0,"full_rep","split",TRUE,2601007,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1996,"Kansas",20,0,0,0.325,0.675,0.352,0.648,0,0,"full_rep","full_rep",FALSE,2614554,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1997,"Kansas",20,0,0,0.325,0.675,0.384,0.616,0,0,"full_rep","full_rep",FALSE,2635292,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1998,"Kansas",20,0,0,0.325,0.675,0.384,0.616,0,0,"full_rep","full_rep",FALSE,2660598,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
1999,"Kansas",20,0,0,0.325,0.675,0.384,0.616,0,0,"full_rep","full_rep",FALSE,2678338,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2000,"Kansas",20,0,0,0.325,0.675,0.384,0.616,0,0,"full_rep","full_rep",FALSE,2693681,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2001,"Kansas",20,0,0,0.25,0.75,0.368,0.632,0,0,"full_rep","full_rep",FALSE,2702162,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2002,"Kansas",20,0,0,0.25,0.75,0.368,0.632,0,0,"full_rep","full_rep",FALSE,2713535,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2003,"Kansas",20,0,0,0.25,0.75,0.36,0.64,1,0.3333333,"split","full_rep",TRUE,2723004,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2004,"Kansas",20,0,0,0.25,0.75,0.36,0.64,1,0.3333333,"split","split",FALSE,2734373,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2005,"Kansas",20,0,0,0.25,0.75,0.336,0.664,1,0.3333333,"split","split",FALSE,2745299,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2006,"Kansas",20,0,0,0.25,0.75,0.336,0.664,1,0.3333333,"split","split",FALSE,2762931,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2007,"Kansas",20,0,0,0.25,0.75,0.376,0.624,1,0.3333333,"split","split",FALSE,2783785,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2008,"Kansas",20,0,0,0.25,0.75,0.376,0.624,1,0.3333333,"split","split",FALSE,2808076,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2009,"Kansas",20,0,0,0.225,0.775,0.392,0.608,1,0.3333333,"split","split",FALSE,2832704,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2010,"Kansas",20,0,0,0.225,0.775,0.392,0.608,1,0.3333333,"split","split",FALSE,2858266,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2011,"Kansas",20,0,0,0.2,0.8,0.264,0.736,0,0,"full_rep","split",TRUE,2869677,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2012,"Kansas",20,0,0,0.2,0.8,0.264,0.736,0,0,"full_rep","full_rep",FALSE,2886024,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2013,"Kansas",20,0,0,0.225,0.775,0.28,0.72,0,0,"full_rep","full_rep",FALSE,2894306,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2014,"Kansas",20,0,0,0.2,0.8,0.264,0.736,0,0,"full_rep","full_rep",FALSE,2901861,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2015,"Kansas",20,0,0,0.2,0.8,0.216,0.784,0,0,"full_rep","full_rep",FALSE,2910717,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2016,"Kansas",20,0,0,0.2,0.8,0.224,0.776,0,0,"full_rep","full_rep",FALSE,2912977,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2017,"Kansas",20,0,0,0.225,0.775,0.32,0.68,0,0,"full_rep","full_rep",FALSE,2910892,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2018,"Kansas",20,0,0,0.225,0.775,0.32,0.68,0,0,"full_rep","full_rep",FALSE,2912748,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2019,"Kansas",20,0,0,0.275,0.7,0.32,0.68,1,0.333333333333333,"split","full_rep",TRUE,2912635,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2020,"Kansas",20,0,0,0.275,0.7,0.328,0.672,1,0.333333333333333,"split","split",FALSE,2913805,NA,NA,NA,"Kans.","KS",NA,NA,0.46,0.48
2021,"Kansas",20,0,0,0.275,0.725,0.328,0.672,1,0.333333333333333,"split","split",FALSE,2913805,0.415595535388322,0.562125128342647,0.146529592954326,"Kans.","KS",NA,NA,0.46,0.48
1977,"Kentucky",21,1,1,0.7631579,0.2105263,0.76,0.23,1,1,"full_dem",NA,NA,3575001,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1978,"Kentucky",21,1,1,0.7631579,0.2368421,0.75,0.23,1,1,"full_dem","full_dem",FALSE,3611382,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1979,"Kentucky",21,1,1,0.7894737,0.2105263,0.75,0.23,1,1,"full_dem","full_dem",FALSE,3643655,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1980,"Kentucky",21,1,1,0.7631579,0.2368421,0.75,0.25,1,1,"full_dem","full_dem",FALSE,3664221,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1981,"Kentucky",21,1,1,0.7631579,0.2368421,0.74,0.24,1,1,"full_dem","full_dem",FALSE,3670395,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1982,"Kentucky",21,1,1,0.7631579,0.2368421,0.76,0.24,1,1,"full_dem","full_dem",FALSE,3683449,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1983,"Kentucky",21,1,1,0.7631579,0.2368421,0.75,0.24,1,1,"full_dem","full_dem",FALSE,3694469,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1984,"Kentucky",21,1,1,0.7368421,0.2631579,0.77,0.23,1,1,"full_dem","full_dem",FALSE,3695459,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1985,"Kentucky",21,1,1,0.7368421,0.2631579,0.74,0.26,1,1,"full_dem","full_dem",FALSE,3694816,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1986,"Kentucky",21,1,1,0.7105263,0.2631579,0.73,0.26,1,1,"full_dem","full_dem",FALSE,3687805,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1987,"Kentucky",21,1,1,0.7368421,0.2368421,0.73,0.27,1,1,"full_dem","full_dem",FALSE,3683330,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1988,"Kentucky",21,1,1,0.7631579,0.2105263,0.71,0.29,1,1,"full_dem","full_dem",FALSE,3680002,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1989,"Kentucky",21,1,1,0.7894737,0.2105263,0.71,0.28,1,1,"full_dem","full_dem",FALSE,3677318,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1990,"Kentucky",21,1,1,0.7894737,0.2105263,0.71,0.28,1,1,"full_dem","full_dem",FALSE,3694048,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1991,"Kentucky",21,1,1,0.7105263,0.2894737,0.68,0.32,1,1,"full_dem","full_dem",FALSE,3722328,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1992,"Kentucky",21,1,1,0.7105263,0.2894737,0.68,0.32,1,1,"full_dem","full_dem",FALSE,3765469,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1993,"Kentucky",21,1,1,0.6578947,0.3421053,0.72,0.28,1,1,"full_dem","full_dem",FALSE,3812206,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1994,"Kentucky",21,1,1,0.6578947,0.3157895,0.71,0.29,1,1,"full_dem","full_dem",FALSE,3849088,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1995,"Kentucky",21,1,1,0.5526316,0.4473684,0.63,0.37,1,1,"full_dem","full_dem",FALSE,3887427,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1996,"Kentucky",21,1,1,0.5526316,0.4473684,0.61,0.37,1,1,"full_dem","full_dem",FALSE,3919535,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1997,"Kentucky",21,1,1,0.5263158,0.4736842,0.64,0.36,1,1,"full_dem","full_dem",FALSE,3952747,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1998,"Kentucky",21,1,1,0.5263158,0.4736842,0.64,0.36,1,1,"full_dem","full_dem",FALSE,3985390,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
1999,"Kentucky",21,1,1,0.5263158,0.4736842,0.66,0.34,1,1,"full_dem","full_dem",FALSE,4018053,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
2000,"Kentucky",21,0,1,0.4736842,0.5263158,0.64,0.35,1,0.6666667,"split","full_dem",TRUE,4049021,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
2001,"Kentucky",21,0,1,0.4736842,0.5263158,0.66,0.34,1,0.6666667,"split","split",FALSE,4068132,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
2002,"Kentucky",21,0,1,0.4736842,0.5263158,0.66,0.34,1,0.6666667,"split","split",FALSE,4089875,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
2003,"Kentucky",21,0,1,0.4210526,0.5789474,0.65,0.35,1,0.6666667,"split","split",FALSE,4117170,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
2004,"Kentucky",21,0,1,0.4210526,0.5789474,0.63,0.36,0,0.3333333,"split","split",FALSE,4146101,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
2005,"Kentucky",21,0,1,0.3947369,0.5789474,0.57,0.43,0,0.3333333,"split","split",FALSE,4182742,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
2006,"Kentucky",21,0,1,0.3947369,0.5789474,0.57,0.43,0,0.3333333,"split","split",FALSE,4219239,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
2007,"Kentucky",21,0,1,0.4210526,0.5526316,0.61,0.39,0,0.3333333,"split","split",FALSE,4256672,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
2008,"Kentucky",21,0,1,0.3947369,0.5789474,0.62,0.36,1,0.6666667,"split","split",FALSE,4289878,NA,NA,NA,"Ky.","KY",1,1,0.7,0.5
