leaid,name,name_public,charter,city,county,zip,state,state_abbr,enroll,frl,minority,national_math,national_reading
2509390,PELHAM,Pelham,0,AMHERST,HAMPSHIRE,1002,Massachusetts,MA,117,0.07,0.14,0.97,0.88
2502850,BOXBOROUGH,Boxborough,0,BOXBOROUGH,MIDDLESEX,1719,Massachusetts,MA,526,0.02,0.26,0.94,0.86
2004470,WACONDA,Waconda,0,CAWKER CITY,MITCHELL,67430,Kansas,KS,366,0.51,0.06,0.94,0.9
3403540,CRANBURY TOWNSHIP,Cranbury,0,CRANBURY,MIDDLESEX,8512,New Jersey,NJ,614,0.01,0.23,0.93,0.92
2501710,ACTON-BOXBOROUGH,Acton-Boxborough,0,ACTON,MIDDLESEX,1720,Massachusetts,MA,2957,0.02,0.26,0.92,0.88
5007380,KILLINGTON SCHOOL DISTRICT,Killington,0,KILLINGTON,RUTLAND,5751,Vermont,VT,91,0.29,0.07,0.92,
3400043,PRINCETON CHARTER SCHOOL,Princeton Charter,1,PRINCETON,MERCER,8540,New Jersey,NJ,320,0.05,0.34,0.92,0.88
3400025,ROBERT TREAT ACADEMY CHARTER,Treat Academy,1,NEWARK,ESSEX,7104,New Jersey,NJ,482,0.62,0.96,0.92,0.89
2513110,WINCHESTER,Winchester,0,WINCHESTER,MIDDLESEX,1890,Massachusetts,MA,4092,0.04,0.17,0.92,0.91
3615810,JERICHO UNION FREE SCHOOL DISTRICT,Jericho,0,JERICHO,NASSAU,11753,New York,NY,3132,0.02,0.33,0.92,0.9
2503330,CARLISLE,Carlisle,0,CARLISLE,MIDDLESEX,1741,Massachusetts,MA,720,0.01,0.12,0.92,0.9
2500063,ROXBURY PREPARATORY CHARTER (DISTRICT),Roxbury Preparatory,1,ROXBURY,SUFFOLK,2120,Massachusetts,MA,230,0.73,1,0.91,0.76
4601026,MCCOOK CENTRAL SCHOOL DISTRICT 43-7,McCook,0,SALEM,MCCOOK,57058,South Dakota,SD,389,0.38,0.05,0.91,0.82
3817130,SOUTH HEART 9,South Heart,0,SOUTH HEART,STARK,58655,North Dakota,ND,234,0.35,0.01,0.91,0.85
2509210,ORLEANS,Orleans,0,ORLEANS,BARNSTABLE,2653,Massachusetts,MA,197,0.17,0.14,0.91,0.87
2500085,ADVANCED MATH AND SCIENCE ACADEMY CHARTER (DISTRICT),Advance Math,1,MARLBOROUGH,MIDDLESEX,1752,Massachusetts,MA,633,0.04,0.27,0.91,0.88
2503900,CONWAY,Conway,0,SOUTH DEERFIELD,FRANKLIN,1373,Massachusetts,MA,169,0.08,0.15,0.91,0.89
3028020,WIBAUX K-12 SCHOOLS,Wibaux,0,WIBAUX,WIBAUX,59353,Montana,MT,148,0.35,0.04,0.91,0.73
2506840,LEXINGTON,Lexington,0,LEXINGTON,MIDDLESEX,2420,Massachusetts,MA,6235,0.05,0.36,0.91,0.89
2511340,SUDBURY,Sudbury,0,SUDBURY,MIDDLESEX,1776,Massachusetts,MA,3224,0.03,0.12,0.91,0.9
2511670,TOPSFIELD,Topsfield,0,BOXFORD,ESSEX,1921,Massachusetts,MA,677,0.01,0.04,0.9,0.91
5304980,MERCER ISLAND SCHOOL DISTRICT,Mercer Island,0,MERCER ISLAND,KING,98040,Washington,WA,4117,0.01,0.25,0.9,0.86
2003690,B & B,B and B,0,BAILEYVILLE,NEMAHA,66404,Kansas,KS,199,0.2,,0.9,0.86
2500075,EXCEL ACADEMY CHARTER (DISTRICT),Excel Academy,1,EAST BOSTON,SUFFOLK,2128,Massachusetts,MA,211,0.67,0.81,0.9,0.79
3415750,STILLWATER TOWNSHIP,Stillwater,0,STILLWATER,SUSSEX,7875,New Jersey,NJ,401,0.08,0.09,0.9,0.83
1000015,NEWARK CHARTER SCHOOL,Newark Charter,1,NEWARK,NEW CASTLE,19711,Delaware,DE,1286,0.11,0.27,0.9,0.94
1000011,SUSSEX ACADEMY OF ARTS AND SCIENCES,Sussex Academy,1,GEORGETOWN,SUSSEX,19947,Delaware,DE,323,0.07,0.11,0.9,0.91
3303990,JACKSON SCHOOL DISTRICT,Jackson,0,NORTH CONWAY,CARROLL,3860,New Hampshire,NH,81,0.06,0.32,0.9,0.73
4622560,EUREKA SCHOOL DISTRICT 44-1,Eureka,0,EUREKA,MCPHERSON,57437,South Dakota,SD,187,0.48,0.09,0.9,0.77
3904660,SOLON CITY,Solon,0,SOLON,CUYAHOGA,44139,Ohio,OH,5322,0.07,0.3,0.9,0.87
3628560,SYOSSET CENTRAL SCHOOL DISTRICT,Syosset,0,SYOSSET,NASSAU,11791,New York,NY,6671,0.01,0.25,0.9,0.89
2504560,NAUSET,Nauset,0,ORLEANS,BARNSTABLE,2653,Massachusetts,MA,1515,0.1,0.06,0.9,0.85
3401650,BERNARDS TOWNSHIP,Bernards,0,BASKING RIDGE,SOMERSET,7920,New Jersey,NJ,5461,0.01,0.18,0.89,0.9
2512660,WESTFORD,Westford,0,WESTFORD,MIDDLESEX,1886,Massachusetts,MA,5308,0.03,0.17,0.89,0.89
3304150,LAFAYETTE REGIONAL SCHOOL DISTRICT,Lafayette Regional,0,LITTLETON,GRAFTON,3561,New Hampshire,NH,108,0.23,0.01,0.89,0.76
3302670,DRESDEN SCHOOL DISTRICT,Dresden,0,HANOVER,GRAFTON,3755,New Hampshire,NH,953,0.01,,0.89,0.93
2200022,LSU LABORATORY SCHOOL,LSU Laboratory,0,BATON ROUGE,EAST BATON ROUGE,70803,Louisiana,LA,1345,0.03,0.12,0.89,0.85
4813020,CARROLL ISD,Carroll ISD,0,GRAPEVINE,TARRANT,76051,Texas,TX,7839,0.02,0.14,0.89,0.86
3023520,SAVAGE ELEMENTARY,Savage,0,SAVAGE,RICHLAND,59262,Montana,MT,66,0.36,0.09,0.89,
3600143,KIPP INFINITY CHARTER SCHOOL,KIPP Infinity,1,NEW YORK,NEW YORK,10027,New York,NY,274,0.81,1,0.89,0.57
3411310,NEW PROVIDENCE,New Providence,0,NEW PROVIDENCE,UNION,7974,New Jersey,NJ,2179,0.03,0.18,0.89,0.87
2501680,ACTON,Acton,0,ACTON,MIDDLESEX,1720,Massachusetts,MA,2556,0.02,0.33,0.89,0.89
901680,GRANBY SCHOOL DISTRICT,Granby,0,GRANBY,HARTFORD,6035,Connecticut,CT,2271,0.04,0.08,0.89,0.85
3303850,HOLLIS-BROOKLINE COOPERATIVE SCHOOL DISTRICT,Hollis-Brookline,0,HOLLIS,HILLSBOROUGH,3049,New Hampshire,NH,1372,0.04,0.03,0.89,0.75
2510620,SHARON,Sharon,0,SHARON,NORFOLK,2067,Massachusetts,MA,3394,0.04,0.24,0.89,0.89
3611460,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,Franklin Square,0,FRANKLIN SQUARE,NASSAU,11010,New York,NY,1901,0.1,0.18,0.89,0.85
903510,REDDING SCHOOL DISTRICT,Redding,0,MONROE,FAIRFIELD,6468,Connecticut,CT,1301,0.01,0.08,0.89,0.85
3904514,WYOMING CITY,Wyoming,0,WYOMING,HAMILTON,45215,Ohio,OH,2030,0.06,0.21,0.89,0.91
5008010,THETFORD SCHOOL DISTRICT,Thetford  ,0,THETFORD,ORANGE,5074,Vermont,VT,222,0.17,0.06,0.88,0.81
3302010,BRENTWOOD SCHOOL DISTRICT,Brentwood,0,EXETER,ROCKINGHAM,3833,New Hampshire,NH,435,0.06,0.08,0.88,0.8
2012900,WESKAN,Weskan,0,WESKAN,WALLACE,67762,Kansas,KS,107,0.36,0.1,0.88,0.64
3400750,ALLENDALE,Allendale,0,ALLENDALE,BERGEN,7401,New Jersey,NJ,933,0.01,0.14,0.88,0.84
2504260,DOVER,Dover,0,DOVER,NORFOLK,2030,Massachusetts,MA,579,0.01,0.12,0.88,0.84
3416110,TENAFLY,Tenafly,0,TENAFLY,BERGEN,7670,New Jersey,NJ,3477,0.01,0.34,0.88,0.87
3021000,PLEVNA K-12 SCHOOLS,Plevna,0,PLEVNA,FALLON,59344,Montana,MT,84,0.27,0.05,0.88,
4224210,UNIONVILLE-CHADDS FORD SCHOOL DISTRICT,Unionville,0,KENNETT SQUARE,CHESTER,19348,Pennsylvania,PA,4104,0.02,0.09,0.88,0.89
2507410,MASCONOMET,Masconomet,0,TOPSFIELD,ESSEX,1983,Massachusetts,MA,2147,0.02,0.06,0.88,0.81
2512210,WAYLAND,Wayland,0,WAYLAND,MIDDLESEX,1778,Massachusetts,MA,2766,0.05,0.22,0.88,0.87
905040,WESTPORT SCHOOL DISTRICT,Westport,0,WESTPORT,FAIRFIELD,6880,Connecticut,CT,5765,0.02,0.09,0.88,0.88
5509360,MERTON COMMUNITY SCHOOL DISTRICT,Merton,0,MERTON,WAUKESHA,53056,Wisconsin,WI,1053,0.02,0.02,0.88,0.76
2512270,WELLESLEY,Wellesley,0,WELLESLEY,NORFOLK,2481,Massachusetts,MA,4896,0.04,0.18,0.88,0.91
3606990,CHAPPAQUA CENTRAL SCHOOL DISTRICT,Chappaqua,0,CHAPPAQUA,WESTCHESTER,10514,New York,NY,4240,0.01,0.13,0.88,0.9
3410200,MILLBURN TOWNSHIP,Millburn,0,MILLBURN,ESSEX,7041,New Jersey,NJ,4721,0.01,0.2,0.88,0.9
2502970,BREWSTER,Brewster,0,ORLEANS,BARNSTABLE,2653,Massachusetts,MA,507,0.11,0.06,0.88,0.84
3408040,KINNELON BOROUGH,Kinnelon,0,KINNELON,MORRIS,7405,New Jersey,NJ,2185,0.02,0.06,0.88,0.86
3409900,MENDHAM BOROUGH,Mendham Borough,0,MENDHAM,MORRIS,7945,New Jersey,NJ,666,0.01,0.06,0.88,0.82
3414730,SEA GIRT BOROUGH,Sea Girt,0,SEA GIRT,MONMOUTH,8750,New Jersey,NJ,183,0.01,0.02,0.88,0.86
2501950,ANDOVER,Andover,0,ANDOVER,ESSEX,1810,Massachusetts,MA,6123,0.05,0.16,0.88,0.87
2508820,NORTH READING,North Reading,0,NORTH READING,MIDDLESEX,1864,Massachusetts,MA,2792,0.05,0.07,0.88,0.84
2923370,THORNFIELD R-I,Thornfield,0,THORNFIELD,OZARK,65762,Missouri,MO,65,0.8,,0.88,0.58
4220580,SOUTH FAYETTE TOWNSHIP SCHOOL DISTRICT,South Fayette,0,MCDONALD,ALLEGHENY,15057,Pennsylvania,PA,2279,0.12,0.1,0.88,0.85
2508370,NEEDHAM,Needham,0,NEEDHAM,NORFOLK,2492,Massachusetts,MA,5111,0.04,0.15,0.88,0.86
4817760,EANES ISD,Eanes ISD,0,AUSTIN,TRAVIS,78746,Texas,TX,7346,0.03,0.19,0.88,0.81
3905045,MASON CITY,Mason City,0,MASON,WARREN,45040,Ohio,OH,10803,0.04,0.21,0.88,0.86
3804140,CENTRAL VALLEY 3,Central Valley,0,BUXTON,TRAILL,58218,North Dakota,ND,226,0.18,0.02,0.88,0.8
4828380,LOVEJOY ISD,Lovejoy ISD,0,ALLEN,COLLIN,75002,Texas,TX,2873,0.02,0.14,0.88,0.82
2508610,NEWTON,Newton,0,NEWTONVILLE,MIDDLESEX,2460,Massachusetts,MA,11688,0.07,0.3,0.88,0.83
3605340,BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,Briarcliff Manor,0,BRIARCLIFF MANOR,WESTCHESTER,10510,New York,NY,1711,0.01,0.13,0.88,0.87
3301740,BEDFORD SCHOOL DISTRICT,Bedford,0,BEDFORD,HILLSBOROUGH,3110,New Hampshire,NH,4305,0.03,0.1,0.88,0.83
2007320,HOISINGTON,Hoisington,0,HOISINGTON,BARTON,67544,Kansas,KS,671,0.43,0.07,0.87,0.84
4800241,HARMONY SCIENCE ACADEMY (AUSTIN),Harmony Science,1,AUSTIN,TRAVIS,78753,Texas,TX,412,0.6,0.78,0.87,0.71
4844410,WALL ISD,Wall ISD,0,WALL,TOM GREEN,76957,Texas,TX,1001,0.17,0.18,0.87,0.81
1812870,WEST LAFAYETTE COMMUNITY SCHOOL CORP.,West Lafayette,0,WEST LAFAYETTE,TIPPECANOE,47906,Indiana,IN,2062,0.1,0.3,0.87,0.84
3400004,SCHOOL DISTRICT OF THE CHATHAMS,Chathams,0,CHATHAM,MORRIS,7928,New Jersey,NJ,3677,0.01,0.11,0.87,0.89
2502490,BELMONT,Belmont,0,BELMONT,MIDDLESEX,2478,Massachusetts,MA,3863,0.06,0.26,0.87,0.86
3411010,MOUNTAIN LAKES,Mountain Lakes,0,MOUNTAIN LAKES,MORRIS,7046,New Jersey,NJ,1470,0.04,0.04,0.87,0.9
2922470,NEWTOWN-HARRIS R-III,Newtown-Harris,0,NEWTOWN,SULLIVAN,64667,Missouri,MO,109,0.49,0.04,0.87,0.52
3600049,CARL C ICAHN CHARTER SCHOOL (THE),Icahn Charter,1,BRONX,BRONX,10457,New York,NY,313,0.79,1,0.87,0.73
5500013,LAKE COUNTRY SCHOOL DISTRICT,Lake Country,0,HARTLAND,WAUKESHA,53029,Wisconsin,WI,540,0.04,0.05,0.87,0.84
4832700,NEWCASTLE ISD,Newcastle ISD,0,NEWCASTLE,YOUNG,76372,Texas,TX,192,0.55,0.1,0.87,
4808100,ALVORD ISD,Alvord ISD,0,ALVORD,WISE,76225,Texas,TX,719,0.26,0.11,0.87,0.8
2503780,COHASSET,Cohasset,0,COHASSET,NORFOLK,2025,Massachusetts,MA,1466,0.02,0.05,0.87,0.84
3401320,BEDMINSTER TOWNSHIP,Bedminster,0,BEDMINSTER,SOMERSET,7921,New Jersey,NJ,597,0.04,0.25,0.87,0.82
3606060,BYRAM HILLS CENTRAL SCHOOL DISTRICT,Byram Hills,0,ARMONK,WESTCHESTER,10504,New York,NY,2815,0.01,0.06,0.87,0.88
2200056,A.E. PHILLIPS LABORATORY SCHOOL,Phillips Laboratory,0,RUSTON,LINCOLN,71272,Louisiana,LA,327,0.01,0.15,0.87,0.82
3412180,OLD TAPPAN,Old Tappan,0,OLD TAPPAN,BERGEN,7675,New Jersey,NJ,856,0.01,0.31,0.87,0.85
3413830,RIDGEWOOD VILLAGE,Ridgewood Village,0,RIDGEWOOD,BERGEN,7451,New Jersey,NJ,5580,0.01,0.22,0.87,0.88
2503840,CONCORD,Concord,0,CONCORD,MIDDLESEX,1742,Massachusetts,MA,1875,0.05,0.19,0.87,0.91
3400009,SOMERSET HILLS REGIONAL,Somerset Hills,0,BERNARDSVILLE,SOMERSET,7924,New Jersey,NJ,2121,0.04,0.17,0.87,0.8
2011700,SILVER LAKE,Silver Lake,0,SILVER LAKE,SHAWNEE,66539,Kansas,KS,758,0.18,0.05,0.87,0.76
903900,SALEM SCHOOL DISTRICT,Salem,0,SALEM,NEW LONDON,6420,Connecticut,CT,520,0.06,0.09,0.87,0.78
2512750,WESTON,Weston,0,WESTON,MIDDLESEX,2493,Massachusetts,MA,2403,0.02,0.23,0.87,0.89
628860,ORINDA UNION ELEMENTARY,Orinda Union,0,ORINDA,CONTRA COSTA,94563,California,CA,2422,0.01,0.27,0.87,0.88
2507530,MEDFIELD,Medfield,0,MEDFIELD,NORFOLK,2052,Massachusetts,MA,3004,0.02,0.06,0.87,0.89
3623310,PLEASANTVILLE UNION FREE SCHOOL DISTRICT,Pleasantville,0,PLEASANTVILLE,WESTCHESTER,10570,New York,NY,1843,0.03,0.13,0.87,0.84
3904981,RUSSIA LOCAL,Russia,0,RUSSIA,SHELBY,45363,Ohio,OH,492,0.04,,0.86,0.8
2509030,NORWELL,Norwell,0,NORWELL,PLYMOUTH,2061,Massachusetts,MA,2327,0.03,0.05,0.86,0.86
2510710,SHERBORN,Sherborn,0,DOVER,NORFOLK,2030,Massachusetts,MA,486,0.02,0.1,0.86,0.89
2700364,EAGLE RIDGE ACADEMY CHARTER SCHOOL,Eagle Ridge Academy,1,EDEN PRAIRIE,HENNEPIN,55344,Minnesota,MN,256,0.05,0.13,0.86,0.82
2004950,CLIFTON-CLYDE,Clifton-Clyde,0,CLIFTON,WASHINGTON,66937,Kansas,KS,313,0.35,0.02,0.86,0.77
5505220,GIBRALTAR AREA SCHOOL DISTRICT,Gibraltar,0,FISH CREEK,DOOR,54212,Wisconsin,WI,625,0.15,0.06,0.86,0.75
5003090,CHARLOTTE SCHOOL DISTRICT,Charlotte,0,CHARLOTTE,CHITTENDEN,5445,Vermont,VT,463,0.07,0.05,0.86,0.84
4224570,UPPER ST. CLAIR SCHOOL DISTRICT,Upper Saint Clair,0,PITTSBURGH,ALLEGHENY,15241,Pennsylvania,PA,4107,0.04,0.09,0.86,0.87
2305670,FALMOUTH SCHOOL DEPARTMENT,Falmouth,0,FALMOUTH,CUMBERLAND,4105,Maine,ME,2131,0.03,0.05,0.86,0.85
634860,SAN MARINO UNIFIED,San Marino Unified,0,SAN MARINO,LOS ANGELES,91108,California,CA,3202,0.01,0.69,0.86,0.86
2505500,GROTON-DUNSTABLE,Groton-Dunstable,0,GROTON,MIDDLESEX,1450,Massachusetts,MA,2813,0.03,0.05,0.86,0.84
3404950,FAIR HAVEN BOROUGH,Fair Haven,0,FAIR HAVEN,MONMOUTH,7704,New Jersey,NJ,970,0.01,0.04,0.86,0.9
900930,CORNWALL SCHOOL DISTRICT,Cornwall,0,FALLS VILLAGE,LITCHFIELD,6031,Connecticut,CT,122,0.09,0.11,0.86,0.84
3416170,TEWKSBURY TOWNSHIP,Tewskbury,0,CALIFON,HUNTERDON,7830,New Jersey,NJ,779,0.01,0.12,0.86,0.8
3904528,CHAGRIN FALLS EXEMPTED VILLAGE,Chagrin Falls,0,CHAGRIN FALLS,CUYAHOGA,44022,Ohio,OH,1973,0.02,0.02,0.86,0.9
902280,MADISON SCHOOL DISTRICT,Madison,0,MADISON,NEW HAVEN,6443,Connecticut,CT,3709,0.02,0.06,0.86,0.87
3404770,ENGLEWOOD CLIFFS,Englewood Cliffs,0,ENGLEWOOD CLIFFS,BERGEN,7632,New Jersey,NJ,436,0.01,0.56,0.86,0.73
4842420,TERRELL COUNTY ISD,Terrell County ISD,0,SANDERSON,TERRELL,79848,Texas,TX,168,0.34,0.64,0.86,0.65
1600540,CAMAS COUNTY DISTRICT,Camas County,0,FAIRFIELD,CAMAS,83327,Idaho,ID,162,0.38,0.05,0.86,0.64
2502880,BOXFORD,Boxford,0,BOXFORD,ESSEX,1921,Massachusetts,MA,939,0.01,0.02,0.86,0.85
3622560,PEARL RIVER UNION FREE SCHOOL DISTRICT,Pearl River,0,PEARL RIVER,ROCKLAND,10965,New York,NY,2641,0.06,0.11,0.86,0.8
3600061,SISULU-WALKER CHARTER SCHOOL OF HARLEM,Sisulu-Walker Harlem,1,NEW YORK,NEW YORK,10026,New York,NY,261,0.87,1,0.86,0.52
4819020,FALLS CITY ISD,Falls City ISD,0,FALLS CITY,KARNES,78113,Texas,TX,320,0.14,0.11,0.86,0.66
2512810,WESTWOOD,Westwood,0,WESTWOOD,NORFOLK,2090,Massachusetts,MA,3066,0.03,0.11,0.86,0.88
903810,RIDGEFIELD SCHOOL DISTRICT,Ridgefield,0,RIDGEFIELD,FAIRFIELD,6877,Connecticut,CT,5538,0.01,0.08,0.86,0.87
900630,CANAAN SCHOOL DISTRICT,Canaan,0,FALLS VILLAGE,LITCHFIELD,6031,Connecticut,CT,85,0.09,0.06,0.86,0.76
2700337,NOVA CLASSICAL ACADEMY,Nova Classical,1,SAINT PAUL,RAMSEY,55116,Minnesota,MN,403,0.14,0.13,0.86,0.81
3600148,KIPP AMP CHARTER SCHOOL,KIPP Amp Charter,1,BROOKLYN,KINGS,11213,New York,NY,262,0.74,1,0.86,0.54
4846500,WYLIE ISD,Wylie ISD,0,ABILENE,TAYLOR,79606,Texas,TX,3191,0.13,0.18,0.86,0.77
3302970,EXETER SCHOOL DISTRICT,Exeter  ,0,EXETER,ROCKINGHAM,3833,New Hampshire,NH,1021,0.12,0.09,0.85,0.76
5508130,RICHMOND SCHOOL DISTRICT,Richmond,0,SUSSEX,WAUKESHA,53089,Wisconsin,WI,497,0.02,0.06,0.85,0.81
905010,WESTON SCHOOL DISTRICT,Weston,0,WESTON,FAIRFIELD,6883,Connecticut,CT,2587,0.01,0.08,0.85,0.9
3600054,KIPP ACADEMY CHARTER SCHOOL,KIPP Academy,1,BRONX,BRONX,10451,New York,NY,255,0.81,1,0.85,0.73
3408670,LINWOOD CITY,Linwood ,0,LINWOOD,ATLANTIC,8221,New Jersey,NJ,954,0.05,0.09,0.85,0.89
901050,DARIEN SCHOOL DISTRICT,Darien,0,DARIEN,FAIRFIELD,6820,Connecticut,CT,4722,0.02,0.06,0.85,0.88
901410,EASTON SCHOOL DISTRICT,Easton,0,MONROE,FAIRFIELD,6468,Connecticut,CT,1156,0.01,0.08,0.85,0.87
4836630,RED LICK ISD,Red Lick ISD,0,TEXARKANA,BOWIE,75503,Texas,TX,437,0.14,0.08,0.85,0.77
4400690,NEW SHOREHAM,New Shoreham,0,BLOCK ISLAND,WASHINGTON,2807,Rhode Island,RI,133,0.11,0.1,0.85,0.72
1726190,MILLSTADT CCSD 160,Millstadt,0,MILLSTADT,ST. CLAIR,62260,Illinois,IL,876,0.09,0.04,0.85,0.72
622650,LOS ALTOS ELEMENTARY,Los Altos Elementary,0,LOS ALTOS,SANTA CLARA,94024,California,CA,4248,0.02,0.47,0.85,0.88
4810860,BORDEN COUNTY ISD,Borden County ISD,0,GAIL,BORDEN,79738,Texas,TX,192,0.04,0.28,0.85,
4820610,GHOLSON ISD,Gholson ISD,0,WACO,MCLENNAN,76705,Texas,TX,147,0.65,0.29,0.85,0.48
3617910,LYNBROOK UNION FREE SCHOOL DISTRICT,Lynbrook,0,LYNBROOK,NASSAU,11563,New York,NY,3008,0.02,0.15,0.85,0.83
2509990,READING,Reading,0,READING,MIDDLESEX,1867,Massachusetts,MA,4428,0.04,0.08,0.85,0.85
4815600,CRAWFORD ISD,Crawford ISD,0,CRAWFORD,MCLENNAN,76638,Texas,TX,586,0.17,0.09,0.85,0.66
2505010,FRANKLIN,Franklin,0,FRANKLIN,NORFOLK,2038,Massachusetts,MA,6255,0.06,0.08,0.85,0.81
904110,SIMSBURY SCHOOL DISTRICT,Simsbury,0,SIMSBURY,HARTFORD,6070,Connecticut,CT,4933,0.05,0.12,0.85,0.87
4217010,NORTH ALLEGHENY SCHOOL DISTRICT,North Allegheny,0,PITTSBURGH,ALLEGHENY,15237,Pennsylvania,PA,8053,0.03,0.12,0.85,0.85
2503150,BROOKLINE,Brookline,0,BROOKLINE,NORFOLK,2445,Massachusetts,MA,6318,0.12,0.41,0.85,0.84
3417760,WESTFIELD,Westfield,0,WESTFIELD,UNION,7090,New Jersey,NJ,6103,0.02,0.11,0.85,0.83
2500081,MARSTONS MILLS EAST HM CHARTER PUBLIC (DISTRICT),Marston Mills,1,MARSTONS MILLS,BARNSTABLE,2648,Massachusetts,MA,472,0.08,0.04,0.85,0.8
5008400,WAITSFIELD SCHOOL DISTRICT,Waitsfield,0,WAITSFIELD,WASHINGTON,5673,Vermont,VT,152,0.2,0.06,0.85,0.75
2500030,BENJAMIN FRANKLIN CLASSICAL CHARTER PUBLIC (DISTRICT),Benjamin Franklin,1,FRANKLIN,NORFOLK,2038,Massachusetts,MA,416,0.02,0.17,0.85,0.89
3623490,PORT JEFFERSON UNION FREE SCHOOL DISTRICT,Port Jefferson,0,PORT JEFFERSON,SUFFOLK,11777,New York,NY,1337,0.03,0.09,0.85,0.82
3406390,HADDONFIELD BOROUGH,Haddonfield,0,HADDONFIELD,CAMDEN,8033,New Jersey,NJ,2402,0.01,0.07,0.85,0.88
5509390,STONE BANK SCHOOL DISTRICT,Stone Bank,0,OCONOMOWOC,WAUKESHA,53066,Wisconsin,WI,343,0.04,0.01,0.85,0.72
2711250,EDINA PUBLIC SCHOOL DISTRICT,Edina,0,EDINA,HENNEPIN,55424,Minnesota,MN,8015,0.06,0.16,0.85,0.8
3904858,ST HENRY CONSOLIDATED LOCAL,Saint Henry,0,SAINT HENRY,MERCER,45883,Ohio,OH,1083,0.07,0.02,0.85,0.8
2507830,MIDDLETON,Middleton,0,BOXFORD,ESSEX,1921,Massachusetts,MA,880,0.04,0.07,0.85,0.8
3904836,SOUTH RANGE LOCAL,South Range,0,NORTH LIMA,MAHONING,44452,Ohio,OH,1314,0.2,0.02,0.85,0.84
905130,WILTON SCHOOL DISTRICT,Wilton,0,WILTON,FAIRFIELD,6897,Connecticut,CT,4378,0.01,0.08,0.85,0.87
1726100,MILLBURN CCSD 24,Millburn,0,WADSWORTH,LAKE,60083,Illinois,IL,1643,0.03,0.2,0.85,0.79
2011280,PAWNEE HEIGHTS,Pawnee Heights,0,ROZEL,PAWNEE,67574,Kansas,KS,114,0.34,0.13,0.85,0.76
2501920,AMHERST-PELHAM,Amherst-Pelham,0,AMHERST,HAMPSHIRE,1002,Massachusetts,MA,1731,0.17,0.33,0.85,0.82
3614280,HERRICKS UNION FREE SCHOOL DISTRICT,Herricks,0,NEW HYDE PARK,NASSAU,11040,New York,NY,4057,0.04,0.54,0.85,0.83
2500031,HILLTOWN COOPERATIVE CHARTER  PUBLIC (DISTRICT),Hilltown Cooperative,1,HAYDENVILLE,HAMPSHIRE,1039,Massachusetts,MA,154,0.14,0.12,0.85,0.82
635910,SARATOGA UNION ELEMENTARY,Saratoga Union,0,SARATOGA,SANTA CLARA,95070,California,CA,2261,0.01,0.61,0.85,0.85
2717880,LANCASTER PUBLIC SCHOOL DISTRICT,Lancaster,0,LANCASTER,KITTSON,56735,Minnesota,MN,196,0.49,0.04,0.85,0.79
4831260,MONTGOMERY ISD,Montgomery Isd,0,MONTGOMERY,MONTGOMERY,77356,Texas,TX,6304,0.25,0.16,0.84,0.76
2501980,ARLINGTON,Arlington,0,ARLINGTON,MIDDLESEX,2476,Massachusetts,MA,4654,0.11,0.21,0.84,0.84
4842540,TEXHOMA ISD,Texhoma ISD,0,TEXHOMA,SHERMAN,73949,Texas,TX,258,0.47,0.41,0.84,0.79
901500,ESSEX SCHOOL DISTRICT,Essex,0,DEEP RIVER,MIDDLESEX,6417,Connecticut,CT,594,0.04,0.08,0.84,0.82
2722920,WESTONKA PUBLIC SCHOOL DISTRICT,Westonka,0,MINNETRISTA,HENNEPIN,55364,Minnesota,MN,2245,0.13,0.06,0.84,0.79
1721030,KILDEER COUNTRYSIDE CCSD 96,Kildeer,0,BUFFALO GROVE,LAKE,60089,Illinois,IL,3267,0.05,0.26,0.84,0.84
1801200,CARMEL CLAY SCHOOLS,Carmel Clay,0,CARMEL,HAMILTON,46033,Indiana,IN,15319,0.07,0.19,0.84,0.83
2506990,LONGMEADOW,Longmeadow,0,LONGMEADOW,HAMPDEN,1106,Massachusetts,MA,3133,0.04,0.11,0.84,0.84
3408820,LIVINGSTON TOWNSHIP,Livingston,0,LIVINGSTON,ESSEX,7039,New Jersey,NJ,5584,0.01,0.28,0.84,0.85
2502400,BEDFORD,Bedford,0,BEDFORD,MIDDLESEX,1730,Massachusetts,MA,2420,0.07,0.24,0.84,0.87
2916200,JEFFERSON C-123,Jefferson   ,0,CONCEPTION JUNCTION,NODAWAY,64434,Missouri,MO,155,0.41,,0.84,0.83
902910,NEWTOWN SCHOOL DISTRICT,Newtown,0,NEWTOWN,FAIRFIELD,6470,Connecticut,CT,5602,0.04,0.08,0.84,0.83
3413290,POINT PLEASANT BOROUGH,Point Pleasant,0,POINT PLEASANT BEACH,OCEAN,8742,New Jersey,NJ,3079,0.07,0.05,0.84,0.82
2508640,NORFOLK,Norfolk,0,NORFOLK,NORFOLK,2056,Massachusetts,MA,1059,0.03,0.05,0.84,0.84
3410590,MONTGOMERY TOWNSHIP,Montgomery,0,SKILLMAN,SOMERSET,8558,New Jersey,NJ,5229,0.02,0.35,0.84,0.84
3304080,KENSINGTON SCHOOL DISTRICT,Kensington,0,EXETER,ROCKINGHAM,3833,New Hampshire,NH,213,0.01,0.05,0.84,0.75
