leaid,name,name_public,charter,city,county,zip,state,state_abbr,enroll,frl,minority,national_math,national_reading
4206060,CLARION AREA SCHOOL DISTRICT,Clarion ,0,CLARION,CLARION,16214,Pennsylvania,PA,867,0.27,0.06,0.66,0.64
1712720,DUPO CUSD 196,Dupo,0,DUPO,ST. CLAIR,62239,Illinois,IL,1227,0.43,0.08,0.66,0.6
4222260,SOUTHERN COLUMBIA AREA SCHOOL DISTRICT,Southern Columbia,0,CATAWISSA,COLUMBIA,17820,Pennsylvania,PA,1413,0.27,0.02,0.66,0.63
2307450,LINCOLNVILLE SCHOOL DEPARTMENT,Lincolnville,0,HOPE,KNOX,4847,Maine,ME,203,0.31,0.02,0.66,0.62
4209780,FLEETWOOD AREA SCHOOL DISTRICT,Fleetwood,0,FLEETWOOD,BERKS,19522,Pennsylvania,PA,2698,0.17,0.11,0.66,0.65
4843950,VAN VLECK ISD,Van Vleck ISD,0,VAN VLECK,MATAGORDA,77482,Texas,TX,914,0.48,0.41,0.66,0.5
2102280,GRAVES COUNTY,Graves County,0,MAYFIELD,GRAVES,42066,Kentucky,KY,4741,0.48,0.07,0.66,0.71
5513770,SHIOCTON SCHOOL DISTRICT,Shiocton,0,SHIOCTON,OUTAGAMIE,54170,Wisconsin,WI,769,0.24,0.08,0.66,0.57
2509000,NORTON,Norton,0,NORTON,BRISTOL,2766,Massachusetts,MA,2883,0.13,0.06,0.66,0.73
3405550,FREDON TOWNSHIP,Fredon,0,NEWTON,SUSSEX,7860,New Jersey,NJ,338,0.07,0.07,0.66,0.73
3904931,COLUMBUS GROVE LOCAL,Columbus Grove,0,COLUMBUS GROVE,PUTNAM,45830,Ohio,OH,920,0.22,0.09,0.66,0.63
2700093,PACT CHARTER SCHOOL,Pact Charter,1,RAMSEY,ANOKA,55303,Minnesota,MN,575,0.14,0.08,0.66,0.58
3904492,TROY CITY,Troy,0,TROY,MIAMI,45373,Ohio,OH,4703,0.3,0.15,0.66,0.7
5511880,PLUM CITY SCHOOL DISTRICT,Plum City,0,PLUM CITY,PIERCE,54761,Wisconsin,WI,335,0.33,0.05,0.65,0.68
4224750,WALLENPAUPACK AREA SCHOOL DISTRICT,Wallenpaupack,0,HAWLEY,WAYNE,18428,Pennsylvania,PA,3912,0.44,0.08,0.65,0.68
2900022,MISSOURI SCHOOLS FOR THE SEVERELY DISABLED,Severely Disabled,0,JEFFERSON CITY,COLE,65102,Missouri,MO,994,0.61,0.26,0.65,0.59
5514610,STURGEON BAY SCHOOL DISTRICT,Sturgeon Bay,0,STURGEON BAY,DOOR,54235,Wisconsin,WI,1243,0.33,0.09,0.65,0.61
3904685,BERNE UNION LOCAL,Berne,0,SUGAR GROVE,FAIRFIELD,43155,Ohio,OH,943,0.31,0.02,0.65,0.65
2502190,ATTLEBORO,Attleboro,0,ATTLEBORO,BRISTOL,2703,Massachusetts,MA,5937,0.28,0.23,0.65,0.63
2509360,PEABODY,Peabody,0,PEABODY,ESSEX,1960,Massachusetts,MA,6248,0.25,0.19,0.65,0.66
2310950,MSAD 22,MSAD 22,0,HAMPDEN,PENOBSCOT,4444,Maine,ME,2176,0.24,0.03,0.65,0.67
1919860,MOUNT AYR COMMUNITY SCHOOL DISTRICT,Mount Ayr,0,MOUNT AYR,RINGGOLD,50854,Iowa,IA,671,0.4,0.03,0.65,0.6
1810410,SOUTH KNOX SCHOOL CORP.,South Knox,0,MONROE CITY,KNOX,47557,Indiana,IN,1168,0.27,0.02,0.65,0.64
3904979,HARDIN-HOUSTON LOCAL,Hardin-Houston,0,HOUSTON,SHELBY,45333,Ohio,OH,893,0.26,0.03,0.65,0.62
3411460,NORTH BERGEN,North Bergen,0,NORTH BERGEN,HUDSON,7047,New Jersey,NJ,7257,0.56,0.86,0.65,0.59
3412360,PALISADES PARK,Palisades Park,0,PALISADES PARK,BERGEN,7650,New Jersey,NJ,1385,0.31,0.8,0.65,0.6
4619580,JONES COUNTY SCHOOL DISTRICT 37-3,Jones County,0,MURDO,JONES,57559,South Dakota,SD,177,0.51,0.17,0.65,0.52
4822740,HASKELL CISD,Haskell CISD,0,HASKELL,HASKELL,79521,Texas,TX,603,0.7,0.42,0.65,0.65
2617550,HANCOCK PUBLIC SCHOOLS,Hancock,0,HANCOCK,HOUGHTON,49930,Michigan,MI,838,0.47,0.01,0.65,0.76
2905790,ADAIR COUNTY R-II,Adair County,0,BRASHEAR,ADAIR,63533,Missouri,MO,257,0.44,0.02,0.65,0.57
2700127,STEPHEN-ARGYLE CENTRAL SCHOOLS,Stephen-Argyle,0,STEPHEN,MARSHALL,56757,Minnesota,MN,366,0.42,0.11,0.65,0.58
3628680,TICONDEROGA CENTRAL SCHOOL DISTRICT,Ticonderoga,0,TICONDEROGA,ESSEX,12883,New York,NY,953,0.49,0.03,0.65,0.64
4842960,TOMBALL ISD,Tomball ISD,0,TOMBALL,HARRIS,77375,Texas,TX,9723,0.23,0.33,0.65,0.62
4226550,WILSON AREA SCHOOL DISTRICT,Wilson Area,0,EASTON,NORTHAMPTON,18042,Pennsylvania,PA,2268,0.24,0.19,0.65,0.59
1600900,DIETRICH DISTRICT,Dietrich,0,DIETRICH,LINCOLN,83324,Idaho,ID,220,0.6,0.26,0.65,0.5
3800017,LINTON 36,Linton,0,LINTON,EMMONS,58552,North Dakota,ND,337,0.37,0.01,0.65,0.61
2006660,GREAT BEND,Great Bend,0,GREAT BEND,BARTON,67530,Kansas,KS,2952,0.57,0.33,0.65,0.62
616560,HAPPY VALLEY ELEMENTARY,Happy Valley,0,SANTA CRUZ,SANTA CRUZ,95065,California,CA,129,0.08,0.14,0.65,0.71
2717570,LAKE OF THE WOODS SCHOOL DISTRICT,Lake of the Woods,0,BAUDETTE,LAKE OF THE WOODS,56623,Minnesota,MN,537,0.43,0.07,0.65,0.58
1708610,CARROLLTON CUSD 1,Carrollton,0,CARROLLTON,GREENE,62016,Illinois,IL,691,0.29,0.03,0.65,0.62
3628500,SWEET HOME CENTRAL SCHOOL DISTRICT,Sweet Home,0,AMHERST,ERIE,14228,New York,NY,3708,0.29,0.24,0.65,0.67
5306120,ODESSA SCHOOL DISTRICT,Odessa,0,ODESSA,LINCOLN,99159,Washington,WA,221,0.45,0.05,0.65,0.63
3629250,UNION SPRINGS CENTRAL SCHOOL DISTRICT,Union Springs,0,UNION SPRINGS,CAYUGA,13160,New York,NY,932,0.25,0.04,0.65,0.66
5003210,CLARENDON SCHOOL DISTRICT,Clarendon,0,NORTH CLARENDON,RUTLAND,5759,Vermont,VT,236,0.32,0.05,0.65,0.6
4812180,BURLESON ISD,Burleson ISD,0,BURLESON,JOHNSON,76028,Texas,TX,9591,0.29,0.2,0.65,0.57
4220970,SCHUYLKILL VALLEY SCHOOL DISTRICT,Schuylkill Valley,0,LEESPORT,BERKS,19533,Pennsylvania,PA,1984,0.22,0.09,0.65,0.69
5002880,CALAIS SCHOOL DISTRICT,Calais,0,PLAINFIELD,WASHINGTON,5667,Vermont,VT,151,0.25,0.07,0.65,0.69
1904440,BCLUW COMMUNITY SCHOOL DISTRICT,BCLUW,0,CONRAD,GRUNDY,50621,Iowa,IA,644,0.3,0.07,0.65,0.63
1201650,SANTA ROSA,Santa Rosa,0,MILTON,SANTA ROSA,32570,Florida,FL,25397,0.35,0.15,0.65,0.71
1710830,TRIOPIA CUSD 27,Triopia,0,CONCORD,MORGAN,62631,Illinois,IL,429,0.26,0.02,0.65,0.58
2400360,GARRETT COUNTY PUBLIC SCHOOLS,Garrett,0,OAKLAND,GARRETT,21550,Maryland,MD,4425,0.44,0.01,0.65,0.61
607470,CARDIFF ELEMENTARY,Cardiff Elementary,0,CARDIFF BY THE SEA,SAN DIEGO,92007,California,CA,739,0.18,0.24,0.65,0.67
3910022,LINCOLNVIEW LOCAL,Lincolnview,0,VAN WERT,VAN WERT,45891,Ohio,OH,940,0.27,0.05,0.65,0.68
5510830,OAK CREEK-FRANKLIN SCHOOL DISTRICT,Oak Creek Franklin,0,OAK CREEK,MILWAUKEE,53154,Wisconsin,WI,5995,0.14,0.23,0.65,0.61
1742690,WINDSOR CUSD 1,Windsor,0,WINDSOR,SHELBY,61957,Illinois,IL,390,0.28,0.02,0.65,0.52
4600041,BRITTON-HECLA SCHOOL DISTRICT 45-4,Britton-Hecla,0,BRITTON,MARSHALL,57430,South Dakota,SD,494,0.35,0.05,0.65,0.59
4900064,RANCHES ACADEMY,Ranches Academy,1,EAGLE MOUNTAIN,UTAH,84043,Utah,UT,350,0.22,0.07,0.65,0.57
2624120,MONA SHORES PUBLIC SCHOOL DISTRICT,Mona Shores,0,NORTON SHORES,MUSKEGON,49441,Michigan,MI,3889,0.34,0.15,0.65,0.62
1700044,FARMINGTON CENTRAL CUSD 265,Farmington Central,0,FARMINGTON,PEORIA,61531,Illinois,IL,1505,0.35,0.06,0.65,0.62
4222590,SPRING GROVE AREA SCHOOL DISTRICT,Spring Grove,0,SPRING GROVE,YORK,17362,Pennsylvania,PA,3830,0.24,0.08,0.65,0.61
4800210,HARMONY SCIENCE ACADEMY,Harmony Science,1,HOUSTON,HARRIS,77096,Texas,TX,1556,0.57,0.82,0.65,0.62
2006720,GREENSBURG,Greensburg,0,GREENSBURG,KIOWA,67054,Kansas,KS,215,0.4,0.1,0.65,0.55
4612000,CHAMBERLAIN SCHOOL DISTRICT 07-1,Chamberlain,0,CHAMBERLAIN,BRULE,57325,South Dakota,SD,875,0.43,0.37,0.65,0.54
2723400,NEW LONDON-SPICER SCHOOL DISTRICT,New London Spicer,0,NEW LONDON,KANDIYOHI,56273,Minnesota,MN,1540,0.24,0.05,0.65,0.58
3904696,GAHANNA-JEFFERSON CITY,Gahanna,0,GAHANNA,FRANKLIN,43230,Ohio,OH,7095,0.14,0.28,0.65,0.7
1727840,NEOGA CUSD 3,Neoga,0,NEOGA,CUMBERLAND,62447,Illinois,IL,814,0.33,,0.65,0.53
3905028,INDIAN VALLEY LOCAL,Indian Valley,0,GNADENHUTTEN,TUSCARAWAS,44629,Ohio,OH,1947,0.41,0.01,0.65,0.65
3904997,WOODRIDGE LOCAL,Woodridge,0,PENINSULA,SUMMIT,44264,Ohio,OH,2022,0.32,0.27,0.65,0.62
1716050,GALENA USD 120,Galena,0,GALENA,JO DAVIESS,61036,Illinois,IL,838,0.32,0.1,0.65,0.64
2005370,CUNNINGHAM,Cunningham,0,CUNNINGHAM,KINGMAN,67035,Kansas,KS,196,0.43,0.04,0.65,0.67
3627240,SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,South Glens Falls,0,SOUTH GLENS FALLS,SARATOGA,12803,New York,NY,3295,0.18,0.02,0.65,0.71
3026730,TWIN BRIDGES K-12 SCHOOLS,Twin Bridges,0,TWIN BRIDGES,MADISON,59754,Montana,MT,248,0.3,0.06,0.65,0.64
3408760,LITTLE FERRY,Little Ferry,0,LITTLE FERRY,BERGEN,7643,New Jersey,NJ,937,0.2,0.65,0.65,0.67
3703210,MOUNT AIRY CITY SCHOOLS,Mount Airy,0,MOUNT AIRY,SURRY,27030,North Carolina,NC,1682,0.46,0.32,0.65,0.54
1811910,UNION-NORTH UNITED SCHOOL CORP.,Union North United,0,LAKEVILLE,ST. JOSEPH,46536,Indiana,IN,1286,0.34,0.06,0.65,0.53
3626670,SHENENDEHOWA CENTRAL SCHOOL DISTRICT,Shenendehowa,0,CLIFTON PARK,SARATOGA,12065,New York,NY,9784,0.09,0.1,0.65,0.75
2700132,RED ROCK CENTRAL SCHOOL DISTRICT,Red Rock Central,0,LAMBERTON,REDWOOD,56152,Minnesota,MN,476,0.42,0.08,0.65,0.58
3409270,OLD BRIDGE TOWNSHIP,Old Bridge,0,MATAWAN,MONMOUTH,7747,New Jersey,NJ,9409,0.16,0.34,0.65,0.7
5504230,ELK MOUND AREA SCHOOL DISTRICT,Elk Mound,0,ELK MOUND,DUNN,54739,Wisconsin,WI,1094,0.21,0.1,0.65,0.57
1703990,ARGENTA-OREANA CUSD 1,Argenta-Oreana,0,ARGENTA,MACON,62501,Illinois,IL,1070,0.31,0.09,0.65,0.64
4839780,SEYMOUR ISD,Seymour ISD,0,SEYMOUR,BAYLOR,76380,Texas,TX,555,0.48,0.22,0.65,0.62
3301650,BARRINGTON SCHOOL DISTRICT,Barrington,0,BARRINGTON,STRAFFORD,3825,New Hampshire,NH,1368,0.1,0.35,0.65,0.56
4829580,MAYPEARL ISD,Maypearl ISD,0,MAYPEARL,ELLIS,76064,Texas,TX,1079,0.36,0.22,0.65,0.62
4812420,CALALLEN ISD,Calallen ISD,0,CORP.US CHRISTI,NUECES,78410,Texas,TX,3841,0.4,0.53,0.65,0.59
1925410,SCHLESWIG COMMUNITY SCHOOL DISTRICT,Schleswig,0,SCHLESWIG,CRAWFORD,51461,Iowa,IA,200,0.36,0.2,0.65,0.69
637110,SOLVANG ELEMENTARY,Solvang Elementary,0,SOLVANG,SANTA BARBARA,93463,California,CA,597,0.24,0.44,0.65,0.55
2507440,MASHPEE,Mashpee,0,MASHPEE,BARNSTABLE,2649,Massachusetts,MA,1818,0.17,0.14,0.65,0.66
2504200,DIGHTON-REHOBOTH,Dighton-Rehoboth,0,NORTH DIGHTON,BRISTOL,2764,Massachusetts,MA,3316,0.08,0.06,0.65,0.69
503690,BRYANT SCHOOL DISTRICT,Bryant,0,BRYANT,SALINE,72022,Arkansas,AR,7443,0.29,0.13,0.65,0.6
4226520,WILMINGTON AREA SCHOOL DISTRICT,Wilmington,0,NEW WILMINGTON,LAWRENCE,16142,Pennsylvania,PA,1456,0.3,0.04,0.65,0.63
3904405,GENEVA AREA CITY,Geneva Area,0,GENEVA,ASHTABULA,44041,Ohio,OH,2716,0.51,0.08,0.65,0.59
3600023,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,Sullivan West,0,JEFFERSONVILLE,SULLIVAN,12748,New York,NY,1328,0.27,0.09,0.65,0.59
5100810,CHESAPEAKE CITY PUBLIC SCHOOLS,Chesapeake,0,CHESAPEAKE,CHESAPEAKE CITY,23328,Virginia,VA,39901,0.26,0.45,0.65,0.62
4835190,PLEASANTON ISD,Pleasanton ISD,0,PLEASANTON,ATASCOSA,78064,Texas,TX,3459,0.62,0.68,0.65,0.53
1801060,C A BEARD MEMORIAL SCHOOL CORP.,Beard Memorial,0,KNIGHTSTOWN,HENRY,46148,Indiana,IN,1348,0.37,0.01,0.65,0.61
1718390,HARTSBURG EMDEN CUSD 21,Hartsburg Emden,0,HARTSBURG,LOGAN,62643,Illinois,IL,241,0.45,0.02,0.65,0.58
4800211,IDEA  PUBLIC SCHOOLS,Idea Public Schools,1,DONNA,HIDALGO,78537,Texas,TX,3954,0.76,0.96,0.65,0.59
4825790,KLONDIKE ISD,Klondike ISD,0,LAMESA,DAWSON,79331,Texas,TX,195,0.59,0.42,0.65,0.6
1804110,GREENWOOD COMMUNITY SCHOOL CORP.,Greenwood,0,GREENWOOD,JOHNSON,46142,Indiana,IN,3865,0.34,0.13,0.65,0.64
1803720,LANESVILLE COMMUNITY SCHOOL CORP.,Lanesville,0,LANESVILLE,HARRISON,47136,Indiana,IN,667,0.16,0.05,0.65,0.64
1732960,PUTNAM COUNTY CUSD 535,Putnam County,0,GRANVILLE,PUTNAM,61326,Illinois,IL,924,0.3,0.1,0.65,0.57
3403420,COLLINGSWOOD BOROUGH,Collingswood,0,COLLINGSWOOD,CAMDEN,8108,New Jersey,NJ,1897,0.29,0.33,0.65,0.69
2700005,UNITED SOUTH CENTRAL SCHOOL DISTRICT,United South Central,0,WELLS,FARIBAULT,56097,Minnesota,MN,773,0.4,0.16,0.65,0.58
5506810,INDEPENDENCE SCHOOL DISTRICT,Independence,0,INDEPENDENCE,TREMPEALEAU,54747,Wisconsin,WI,362,0.33,0.11,0.65,0.49
4839570,SCURRY-ROSSER ISD,Scurry-Rosser ISD,0,SCURRY,KAUFMAN,75158,Texas,TX,898,0.39,0.14,0.65,0.57
4218900,PEQUEA VALLEY SCHOOL DISTRICT,Pequea Valley,0,KINZERS,LANCASTER,17535,Pennsylvania,PA,1829,0.26,0.07,0.65,0.61
1722350,PAW PAW CUSD 271,Paw Paw,0,PAW PAW,LEE,61353,Illinois,IL,325,0.23,0.1,0.65,0.53
1601290,GRACE JOINT DISTRICT,Grace,0,GRACE,CARIBOU,83241,Idaho,ID,448,0.45,0.11,0.65,0.65
1742630,WILMINGTON CUSD 209U,Wilmington,0,WILMINGTON,WILL,60481,Illinois,IL,1522,0.23,0.07,0.65,0.58
2006240,REMINGTON-WHITEWATER,Remington-Whitewater,0,WHITEWATER,BUTLER,67154,Kansas,KS,506,0.28,0.1,0.65,0.57
2632250,SOUTH LYON COMMUNITY SCHOOLS,South Lyon,0,SOUTH LYON,OAKLAND,48178,Michigan,MI,7114,0.16,0.08,0.65,0.69
2723820,NORTH BRANCH PUBLIC SCHOOLS,North Branch,0,NORTH BRANCH,CHISAGO,55056,Minnesota,MN,3795,0.25,0.07,0.65,0.58
2923580,PARKWAY C-2,Parkway,0,CHESTERFIELD,ST. LOUIS,63017,Missouri,MO,17467,0.09,0.3,0.65,0.68
4809780,BELLS ISD,Bells ISD,0,BELLS,GRAYSON,75414,Texas,TX,812,0.28,0.06,0.65,0.57
4608520,BROOKINGS SCHOOL DISTRICT 05-1,Brookings,0,BROOKINGS,BROOKINGS,57006,South Dakota,SD,2814,0.2,0.1,0.65,0.63
1729340,OAKLAND CUSD 5,Oakland,0,OAKLAND,COLES,61943,Illinois,IL,332,0.44,0.02,0.65,0.63
3405730,GALLOWAY TOWNSHIP,Galloway ,0,GALLOWAY,ATLANTIC,8205,New Jersey,NJ,3401,0.37,0.41,0.65,0.66
2916740,KIRKSVILLE R-III,Kirksville,0,KIRKSVILLE,ADAIR,63501,Missouri,MO,2548,0.4,0.07,0.65,0.63
4212630,JUNIATA VALLEY SCHOOL DISTRICT,Juniata Valley,0,ALEXANDRIA,HUNTINGDON,16611,Pennsylvania,PA,832,0.36,0.02,0.65,0.59
3904689,PICKERINGTON LOCAL,Pickerington,0,PICKERINGTON,FAIRFIELD,43147,Ohio,OH,10563,0.15,0.29,0.65,0.73
3402520,BUTLER,Butler,0,BUTLER,MORRIS,7405,New Jersey,NJ,1146,0.12,0.11,0.65,0.63
2921480,MOUND CITY R-II,Mound City,0,MOUND CITY,HOLT,64470,Missouri,MO,303,0.36,0.03,0.65,0.69
905250,WINDSOR LOCKS SCHOOL DISTRICT,Windsor Locks,0,WINDSOR LOCKS,HARTFORD,6096,Connecticut,CT,1845,0.27,0.24,0.65,0.63
2912180,FORDLAND R-III,Fordland,0,FORDLAND,WEBSTER,65652,Missouri,MO,633,0.48,0.01,0.65,0.6
3016880,LIVINGSTON ELEMENTARY,Livingston,0,LIVINGSTON,PARK,59047,Montana,MT,910,0.35,0.04,0.65,0.63
3627620,SOUTHOLD UNION FREE SCHOOL DISTRICT,Southold,0,SOUTHOLD,SUFFOLK,11971,New York,NY,949,0.1,0.1,0.65,0.71
1903660,ANITA COMMUNITY SCHOOL DISTRICT,Anita,0,ANITA,CASS,50020,Iowa,IA,242,0.34,0.01,0.65,0.64
1729760,O FALLON CCSD 90,O'Fallon,0,OFALLON,ST. CLAIR,62269,Illinois,IL,3500,0.18,0.27,0.65,0.66
3002300,ARROWHEAD ELEMENTARY,Arrowhead,0,PRAY,PARK,59065,Montana,MT,121,0.43,0.05,0.65,0.62
1700122,SHILOH CUSD 1,Shiloh,0,HUME,EDGAR,61932,Illinois,IL,464,0.52,0.04,0.65,0.58
4842630,THORNDALE ISD,Thorndale ISD,0,THORNDALE,MILAM,76577,Texas,TX,561,0.41,0.3,0.65,0.51
4207290,DANIEL BOONE AREA SCHOOL DISTRICT,Daniel Boone,0,BIRDSBORO,BERKS,19508,Pennsylvania,PA,3881,0.13,0.1,0.65,0.63
2510080,RICHMOND,Richmond,0,LANESBOROUGH,BERKSHIRE,1237,Massachusetts,MA,188,0.09,0.07,0.65,0.8
3904596,NEW KNOXVILLE LOCAL,New Knoxville,0,NEW KNOXVILLE,AUGLAIZE,45871,Ohio,OH,476,0.08,0.04,0.65,0.68
2732490,ROUND LAKE PUBLIC SCHOOL DISTRICT,Round Lake,0,ROUND LAKE,NOBLES,56167,Minnesota,MN,104,0.39,,0.65,0.58
5512420,RANDOLPH SCHOOL DISTRICT,Randolph,0,RANDOLPH,DODGE,53956,Wisconsin,WI,541,0.31,0.08,0.65,0.62
3415960,SUSSEX-WANTAGE REGIONAL,Sussex-Wantage,0,WANTAGE,SUSSEX,7461,New Jersey,NJ,1478,0.16,0.04,0.65,0.72
4207830,DUBOIS AREA SCHOOL DISTRICT,Dubois,0,DU BOIS,CLEARFIELD,15801,Pennsylvania,PA,4085,0.41,0.02,0.65,0.6
1700003,BLUE RIDGE CUSD 18,Blue Ridge,0,FARMER CITY,DE WITT,61842,Illinois,IL,896,0.32,0.03,0.65,0.56
3904613,NEW MIAMI LOCAL,New Miami,0,HAMILTON,BUTLER,45011,Ohio,OH,862,0.64,0.08,0.65,0.61
900007,JUMOKE ACADEMY DISTRICT,Jumoke Academy,0,HARTFORD,HARTFORD,6112,Connecticut,CT,412,0.49,1,0.65,0.51
5502820,COLUMBUS SCHOOL DISTRICT,Columbus,0,COLUMBUS,COLUMBIA,53925,Wisconsin,WI,1185,0.22,0.08,0.65,0.62
4833780,ORANGEFIELD ISD,Orangefield ISD,0,ORANGEFIELD,ORANGE,77639,Texas,TX,1734,0.34,0.09,0.65,0.61
1712390,DODDS CCSD 7,Dodds,0,MOUNT VERNON,JEFFERSON,62864,Illinois,IL,147,0.33,0.04,0.65,0.58
4843260,TROY ISD,Troy ISD,0,TROY,BELL,76579,Texas,TX,1314,0.42,0.25,0.65,0.59
2929880,SWEET SPRINGS R-VII,Sweet Springs,0,SWEET SPRINGS,SALINE,65351,Missouri,MO,476,0.45,0.03,0.65,0.58
3905025,WEATHERSFIELD LOCAL,Weathersfield,0,MINERAL RIDGE,TRUMBULL,44440,Ohio,OH,1025,0.35,0.05,0.65,0.7
612210,EL SEGUNDO UNIFIED,El Segundo Unified,0,EL SEGUNDO,LOS ANGELES,90245,California,CA,3263,0.1,0.44,0.65,0.66
3021850,RAMSAY ELEMENTARY,Ramsay,0,RAMSAY,SILVER BOW,59748,Montana,MT,126,0.37,0.06,0.65,0.49
3403900,DEPTFORD TOWNSHIP,Deptford,0,DEPTFORD,GLOUCESTER,8096,New Jersey,NJ,4178,0.33,0.28,0.65,0.63
1801710,CENTRAL NOBLE COMMUNITY SCHOOL CORP.,Central Noble,0,ALBION,NOBLE,46701,Indiana,IN,1332,0.37,0.04,0.65,0.55
1742960,WOLF BRANCH SD 113,Wolf Branch,0,SWANSEA,ST. CLAIR,62226,Illinois,IL,877,0.05,0.23,0.65,0.69
1804350,HANOVER COMMUNITY SCHOOL CORP.,Hanover,0,CEDAR LAKE,LAKE,46303,Indiana,IN,1975,0.19,0.12,0.65,0.65
3904504,WESTERVILLE CITY,Westerville,0,WESTERVILLE,FRANKLIN,43081,Ohio,OH,14323,0.22,0.31,0.65,0.66
2503360,CARVER,Carver,0,CARVER,PLYMOUTH,2330,Massachusetts,MA,1901,0.16,0.03,0.65,0.67
3611940,GENESEO CENTRAL SCHOOL DISTRICT,Geneseo,0,GENESEO,LIVINGSTON,14454,New York,NY,929,0.25,0.1,0.65,0.63
1807230,MT PLEASANT TWP COMMUNITY SCHOOL CORP.,Mount Pleasant,0,YORKTOWN,DELAWARE,47396,Indiana,IN,2251,0.26,0.08,0.65,0.62
2913080,GRAIN VALLEY R-V,Grain Valley,0,GRAIN VALLEY,JACKSON,64029,Missouri,MO,3265,0.17,0.08,0.65,0.59
2501650,ABINGTON,Abington,0,ABINGTON,PLYMOUTH,2351,Massachusetts,MA,2293,0.13,0.07,0.65,0.66
2717910,LANESBORO PUBLIC SCHOOL DISTRICT,Lanesboro,0,LANESBORO,FILLMORE,55949,Minnesota,MN,365,0.35,0.03,0.65,0.58
400340,NOAH WEBSTER BASIC SCHOOL,Noah Webster Basic,1,MESA,MARICOPA,85208,Arizona,AZ,1150,0.33,0.28,0.65,0.69
3415090,SOMERVILLE BOROUGH,Somerville,0,SOMERVILLE,SOMERSET,8876,New Jersey,NJ,2344,0.25,0.46,0.65,0.65
3622380,PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT,Palmyra-Macedon,0,PALMYRA,WAYNE,14522,New York,NY,2071,0.27,0.04,0.65,0.64
4821810,GROESBECK ISD,Groesbeck ISD,0,GROESBECK,LIMESTONE,76642,Texas,TX,1549,0.48,0.32,0.65,0.55
4215270,MIDLAND BOROUGH SCHOOL DISTRICT,Midland Borough,0,MIDLAND,BEAVER,15059,Pennsylvania,PA,350,0.68,0.5,0.65,0.58
4204140,BRENTWOOD BOROUGH SCHOOL DISTRICT,Brentwood Borough,0,PITTSBURGH,ALLEGHENY,15227,Pennsylvania,PA,1258,0.34,0.07,0.65,0.68
2500068,CHRISTA MCAULIFFE REGIONAL CHARTER PUBLIC (DISTRICT),McCauliffe Charter,1,FRAMINGHAM,MIDDLESEX,1702,Massachusetts,MA,210,0.16,0.23,0.65,0.65
4842480,TEXARKANA ISD,Texarkana ISD,0,TEXARKANA,BOWIE,75503,Texas,TX,6660,0.61,0.59,0.65,0.58
1802440,CRAWFORD COUNTY COMMUNITY SCHOOL CORP.,Crawford County,0,MARENGO,CRAWFORD,47140,Indiana,IN,1682,0.52,0.03,0.65,0.55
2311850,MSAD 08,MSAD 08,0,VINALHAVEN,KNOX,4863,Maine,ME,194,0.29,0.01,0.65,0.59
1721510,LADD CCSD 94,Ladd,0,LADD,BUREAU,61329,Illinois,IL,202,0.24,0.12,0.65,0.57
1712810,DURAND CUSD 322,Durand,0,DURAND,WINNEBAGO,61024,Illinois,IL,703,0.16,0.05,0.65,0.59
2913680,HARDIN-CENTRAL C-2,Hardin-Central,0,HARDIN,RAY,64035,Missouri,MO,220,0.33,,0.65,0.52
3303930,HUDSON SCHOOL DISTRICT,Hudson,0,HUDSON,HILLSBOROUGH,3051,New Hampshire,NH,4028,0.09,0.08,0.65,0.59
5515180,UNION GROVE J1 SCHOOL DISTRICT,Union Grove J1,0,UNION GROVE,RACINE,53182,Wisconsin,WI,749,0.24,0.07,0.65,0.63
4109660,PILOT ROCK SCHOOL DISTRICT 2,Pilot Rock,0,PILOT ROCK,UMATILLA,97868,Oregon,OR,396,0.53,0.1,0.65,0.65
1707650,PAXTON-BUCKLEY-LODA CUD 10,Paxton Buckley Loda,0,PAXTON,FORD,60957,Illinois,IL,1556,0.29,0.05,0.65,0.51
3905021,MAPLEWOOD LOCAL,Maplewood,0,CORTLAND,TRUMBULL,44410,Ohio,OH,969,0.32,0.03,0.65,0.72
1720170,IROQUOIS COUNTY CUSD 9,Iroquois County,0,WATSEKA,IROQUOIS,60970,Illinois,IL,1256,0.48,0.12,0.65,0.51
3411550,NORTH HALEDON,North Haledon,0,NORTH HALEDON,PASSAIC,7508,New Jersey,NJ,657,0.08,0.16,0.65,0.71
4215330,MILLCREEK TOWNSHIP SCHOOL DISTRICT,Millcreek Township,0,ERIE,ERIE,16506,Pennsylvania,PA,7338,0.3,0.07,0.65,0.66
5510320,NEENAH SCHOOL DISTRICT,Neenah,0,NEENAH,WINNEBAGO,54956,Wisconsin,WI,6289,0.22,0.1,0.65,0.63
2631020,SCHOOLCRAFT COMMUNITY SCHOOLS,Schoolcraft,0,SCHOOLCRAFT,KALAMAZOO,49087,Michigan,MI,1181,0.13,0.02,0.65,0.7
1602060,MEADOWS VALLEY DISTRICT,Meadows Valley,0,NEW MEADOWS,ADAMS,83654,Idaho,ID,235,0.45,0.07,0.65,0.63
4900034,NAVIGATOR POINTE ACADEMY,Navigator Academy,1,WEST JORDAN,SALT LAKE,84084,Utah,UT,498,0.15,0.11,0.65,0.65
